  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  1.22606 |  1.09459 | -0.00008
 2500.809 |  1.22614 |  1.09507 | -0.00007
 2501.618 |  1.22610 |  1.09474 | -0.00008
 2502.428 |  1.22628 |  1.09455 | -0.00007
 2503.237 |  1.22665 |  1.09515 | -0.00008
 2504.046 |  1.22642 |  1.09413 | -0.00008
 2504.855 |  1.22722 |  1.09440 | -0.00009
 2505.665 |  1.22730 |  1.09416 | -0.00009
 2506.474 |  1.22854 |  1.09495 | -0.00008
 2507.283 |  1.22861 |  1.09482 | -0.00007
 2508.092 |  1.22938 |  1.09440 | -0.00008
 2508.902 |  1.23015 |  1.09487 | -0.00007
 2509.711 |  1.23082 |  1.09467 | -0.00007
 2510.520 |  1.23214 |  1.09497 | -0.00008
 2511.329 |  1.23249 |  1.09444 | -0.00008
 2512.139 |  1.23374 |  1.09472 | -0.00007
 2512.948 |  1.23441 |  1.09470 | -0.00007
 2513.757 |  1.23473 |  1.09492 | -0.00008
 2514.566 |  1.23466 |  1.09511 | -0.00008
 2515.376 |  1.23569 |  1.09455 | -0.00007
 2516.185 |  1.23486 |  1.09487 | -0.00008
 2516.994 |  1.23468 |  1.09463 | -0.00008
 2517.803 |  1.23352 |  1.09481 | -0.00008
 2518.613 |  1.23375 |  1.09453 | -0.00008
 2519.422 |  1.23340 |  1.09455 | -0.00008
 2520.231 |  1.23273 |  1.09454 | -0.00008
 2521.040 |  1.23261 |  1.09424 | -0.00008
 2521.850 |  1.23189 |  1.09433 | -0.00008
 2522.659 |  1.23215 |  1.09457 | -0.00008
 2523.468 |  1.23169 |  1.09440 | -0.00008
 2524.277 |  1.23161 |  1.09489 | -0.00007
 2525.087 |  1.23177 |  1.09452 | -0.00008
 2525.896 |  1.23088 |  1.09441 | -0.00008
 2526.705 |  1.23081 |  1.09411 | -0.00007
 2527.514 |  1.23026 |  1.09426 | -0.00008
 2528.324 |  1.23057 |  1.09423 | -0.00009
 2529.133 |  1.23044 |  1.09453 | -0.00008
 2529.942 |  1.23032 |  1.09442 | -0.00008
