% Moku:Go Lock-In Amplifier
% Input 1, DC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Internal demodulation: 1.000 000 000 kHz, 10.000 000 deg
% Lowpass filter corner frequency 9.0 Hz (time constant 17.7 ms), slope 12 dB / octave
% Output 1 - I signal, +0.0 dB gain, invert off, offset 0.000 0 V, output disabled
% Output 2 - Demodulation signal, amplitude 10.000 Vpp, offset 0.000 0 V, output enabled
% Acquired 2025-06-03 T 13:54:55 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-1.000000982400e+02, 1.012491e+00, 1.035934e+00
-9.990205892800e+01, 1.012460e+00, 8.819614e-01
-9.980401961600e+01, 1.012212e+00, 8.980254e-01
-9.970598030400e+01, 1.012322e+00, 1.033262e+00
-9.960794099200e+01, 1.012108e+00, 9.569328e-01
-9.950990168000e+01, 1.012145e+00, 8.662098e-01
-9.941186236800e+01, 1.012270e+00, 9.905467e-01
-9.931382305600e+01, 1.011781e+00, 1.032000e+00
-9.921578374400e+01, 1.012150e+00, 8.656240e-01
-9.911774443200e+01, 1.011988e+00, 9.219160e-01
-9.901970512000e+01, 1.012105e+00, 1.033260e+00
-9.892166580800e+01, 1.012358e+00, 9.336220e-01
-9.882362649600e+01, 1.012011e+00, 8.656641e-01
-9.872558718400e+01, 1.012050e+00, 1.014027e+00
-9.862754787200e+01, 1.011887e+00, 1.009056e+00
-9.852950856000e+01, 1.011839e+00, 8.650355e-01
-9.843146924800e+01, 1.011620e+00, 9.458492e-01
-9.833342993600e+01, 1.011173e+00, 1.033332e+00
-9.823539062400e+01, 1.011625e+00, 9.105473e-01
-9.813735131200e+01, 1.011576e+00, 8.698392e-01
-9.803931200000e+01, 1.011448e+00, 1.033575e+00
-9.794127268800e+01, 1.011456e+00, 9.848986e-01
-9.784323337600e+01, 1.011400e+00, 8.659659e-01
-9.774519406400e+01, 1.011573e+00, 9.686397e-01
-9.764715475200e+01, 1.011466e+00, 1.033293e+00
-9.754911544000e+01, 1.011472e+00, 8.869088e-01
-9.745107612800e+01, 1.011198e+00, 8.935710e-01
-9.735303681600e+01, 1.010924e+00, 1.033731e+00
-9.725499750400e+01, 1.010732e+00, 9.618700e-01
-9.715695819200e+01, 1.010944e+00, 8.658396e-01
-9.705891888000e+01, 1.010846e+00, 9.863899e-01
-9.696087956800e+01, 1.010657e+00, 1.037343e+00
-9.686284025600e+01, 1.010888e+00, 8.659199e-01
-9.676480094400e+01, 1.010571e+00, 9.166891e-01
-9.666676163200e+01, 1.010605e+00, 1.033299e+00
-9.656872232000e+01, 1.010521e+00, 9.391665e-01
-9.647068300800e+01, 1.010023e+00, 8.663488e-01
-9.637264369600e+01, 1.009952e+00, 1.009027e+00
-9.627460438400e+01, 1.009777e+00, 1.015169e+00
-9.617656507200e+01, 1.009809e+00, 8.654738e-01
-9.607852576000e+01, 1.009756e+00, 9.404580e-01
-9.598048644800e+01, 1.009844e+00, 1.033303e+00
-9.588244713600e+01, 1.010129e+00, 9.164895e-01
-9.578440782400e+01, 1.009859e+00, 8.651656e-01
-9.568636851200e+01, 1.009787e+00, 1.031831e+00
-9.558832920000e+01, 1.009531e+00, 9.913339e-01
-9.549028988800e+01, 1.009475e+00, 8.658773e-01
-9.539225057600e+01, 1.009575e+00, 9.622941e-01
-9.529421126400e+01, 1.009124e+00, 1.033359e+00
-9.519617195200e+01, 1.008926e+00, 8.930581e-01
-9.509813264000e+01, 1.008645e+00, 8.873037e-01
-9.500009332800e+01, 1.008557e+00, 1.033373e+00
-9.490205401600e+01, 1.008188e+00, 9.682999e-01
-9.480401470400e+01, 1.008036e+00, 8.658169e-01
-9.470597539200e+01, 1.007573e+00, 9.796755e-01
-9.460793608000e+01, 1.007209e+00, 1.039907e+00
-9.450989676800e+01, 1.006616e+00, 8.694991e-01
-9.441185745600e+01, 1.006337e+00, 9.102516e-01
-9.431381814400e+01, 1.005994e+00, 1.032847e+00
-9.421577883200e+01, 1.005321e+00, 9.456912e-01
-9.411773952000e+01, 1.005020e+00, 8.657157e-01
-9.401970020800e+01, 1.004742e+00, 1.001893e+00
-9.392166089600e+01, 1.004503e+00, 1.021035e+00
-9.382362158400e+01, 1.003899e+00, 8.652947e-01
-9.372558227200e+01, 1.003150e+00, 9.338555e-01
-9.362754296000e+01, 1.002811e+00, 1.033076e+00
-9.352950364800e+01, 1.002077e+00, 9.227572e-01
-9.343146433600e+01, 1.001785e+00, 8.650334e-01
-9.333342502400e+01, 1.000997e+00, 1.025774e+00
