% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Output 1), DC coupling, 10 x probe attenuation
% Time span 1.000 ms, time offset -2.372 ms, Precision acquisition mode, 100 averages
% Edge trigger: Channel A, level 783.5 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Sine, 200.000 000 Hz, 5.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2025-03-25 T 15:24:17 +0100
% Time (s), Channel A (Input 1) (V)
2.074776000000e-03, 1.956982e+00
2.075832000000e-03, 1.957006e+00
2.076888000000e-03, 1.956769e+00
2.077944000000e-03, 1.956607e+00
2.079000000000e-03, 1.956626e+00
2.080056000000e-03, 1.956608e+00
2.081112000000e-03, 1.956556e+00
2.082168000000e-03, 1.956657e+00
2.083224000000e-03, 1.956685e+00
2.084280000000e-03, 1.956726e+00
2.085336000000e-03, 1.956830e+00
2.086392000000e-03, 1.956724e+00
2.087448000000e-03, 1.956722e+00
2.088504000000e-03, 1.956713e+00
2.089560000000e-03, 1.956741e+00
2.090616000000e-03, 1.956749e+00
2.091672000000e-03, 1.956637e+00
2.092728000000e-03, 1.956649e+00
2.093784000000e-03, 1.956646e+00
2.094840000000e-03, 1.956736e+00
2.095896000000e-03, 1.956694e+00
2.096952000000e-03, 1.956724e+00
2.098008000000e-03, 1.956781e+00
2.099064000000e-03, 1.956838e+00
2.100120000000e-03, 1.956715e+00
2.101176000000e-03, 1.956695e+00
2.102232000000e-03, 1.956847e+00
2.103288000000e-03, 1.956827e+00
2.104344000000e-03, 1.956773e+00
2.105400000000e-03, 1.956811e+00
2.106456000000e-03, 1.957056e+00
2.107512000000e-03, 1.956531e+00
2.108568000000e-03, 1.956671e+00
2.109624000000e-03, 1.956653e+00
2.110680000000e-03, 1.956454e+00
2.111736000000e-03, 1.956822e+00
2.112792000000e-03, 1.956816e+00
2.113848000000e-03, 1.957009e+00
2.114904000000e-03, 1.956791e+00
2.115960000000e-03, 1.956938e+00
2.117016000000e-03, 1.956921e+00
2.118072000000e-03, 1.956581e+00
2.119128000000e-03, 1.956796e+00
2.120184000000e-03, 1.956999e+00
2.121240000000e-03, 1.956755e+00
2.122296000000e-03, 1.956870e+00
2.123352000000e-03, 1.956670e+00
