  freq    |   fit    
----------+----------
 2500.000 | -0.00183
 2500.819 | -0.00183
 2501.637 | -0.00184
 2502.456 | -0.00185
 2503.275 | -0.00186
 2504.094 | -0.00187
 2504.912 | -0.00188
 2505.731 | -0.00189
 2506.550 | -0.00190
 2507.368 | -0.00191
 2508.187 | -0.00192
 2509.006 | -0.00193
 2509.825 | -0.00194
 2510.643 | -0.00196
 2511.462 | -0.00197
 2512.281 | -0.00198
 2513.099 | -0.00199
 2513.918 | -0.00200
 2514.737 | -0.00201
 2515.556 | -0.00202
 2516.374 | -0.00203
 2517.193 | -0.00204
 2518.012 | -0.00205
 2518.830 | -0.00207
 2519.649 | -0.00208
 2520.468 | -0.00209
 2521.287 | -0.00210
 2522.105 | -0.00211
 2522.924 | -0.00212
 2523.743 | -0.00214
 2524.561 | -0.00215
 2525.380 | -0.00216
 2526.199 | -0.00217
 2527.018 | -0.00219
 2527.836 | -0.00220
 2528.655 | -0.00221
 2529.474 | -0.00222
 2530.292 | -0.00224
 2531.111 | -0.00225
 2531.930 | -0.00226
 2532.749 | -0.00228
 2533.567 | -0.00229
 2534.386 | -0.00230
 2535.205 | -0.00232
 2536.023 | -0.00233
 2536.842 | -0.00235
 2537.661 | -0.00236
 2538.480 | -0.00237
 2539.298 | -0.00239
 2540.117 | -0.00240
 2540.936 | -0.00242
 2541.754 | -0.00243
 2542.573 | -0.00245
 2543.392 | -0.00246
 2544.211 | -0.00248
 2545.029 | -0.00249
 2545.848 | -0.00251
 2546.667 | -0.00253
 2547.485 | -0.00254
 2548.304 | -0.00256
 2549.123 | -0.00257
 2549.942 | -0.00259
 2550.760 | -0.00261
 2551.579 | -0.00262
 2552.398 | -0.00264
 2553.216 | -0.00266
 2554.035 | -0.00267
 2554.854 | -0.00269
 2555.673 | -0.00271
 2556.491 | -0.00273
 2557.310 | -0.00275
 2558.129 | -0.00276
 2558.947 | -0.00278
 2559.766 | -0.00280
 2560.585 | -0.00282
 2561.404 | -0.00284
 2562.222 | -0.00286
 2563.041 | -0.00288
 2563.860 | -0.00290
 2564.678 | -0.00292
 2565.497 | -0.00294
 2566.316 | -0.00296
 2567.135 | -0.00298
 2567.953 | -0.00300
 2568.772 | -0.00302
 2569.591 | -0.00304
 2570.409 | -0.00306
