% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 85.00 s, time offset 42.86 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-05-27 T 16:09:40 +0200
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.325896440000e+01, 1.557124e+00, 1.093353e+00
-4.318307148000e+01, 1.557257e+00, 8.392199e-01
-4.310717856000e+01, 1.557170e+00, 1.021379e+00
-4.303128564000e+01, 1.557333e+00, 9.056877e-01
-4.295539272000e+01, 1.557061e+00, 9.547172e-01
-4.287949980000e+01, 1.557140e+00, 9.806035e-01
-4.280360688000e+01, 1.557316e+00, 8.783167e-01
-4.272771396000e+01, 1.557062e+00, 1.055203e+00
-4.265182104000e+01, 1.557539e+00, 8.072995e-01
-4.257592812000e+01, 1.556906e+00, 1.120824e+00
-4.250003520000e+01, 1.557344e+00, 7.846786e-01
-4.242414228000e+01, 1.557585e+00, 1.073512e+00
-4.234824936000e+01, 1.557425e+00, 8.586337e-01
-4.227235644000e+01, 1.557479e+00, 9.991301e-01
-4.219646352000e+01, 1.557271e+00, 9.233495e-01
-4.212057060000e+01, 1.557700e+00, 9.339298e-01
-4.204467768000e+01, 1.557708e+00, 9.995964e-01
-4.196878476000e+01, 1.557699e+00, 8.591610e-01
-4.189289184000e+01, 1.557235e+00, 1.071618e+00
-4.181699892000e+01, 1.557626e+00, 7.867335e-01
-4.174110600000e+01, 1.557099e+00, 1.118784e+00
-4.166521308000e+01, 1.557196e+00, 8.061598e-01
-4.158932016000e+01, 1.557271e+00, 1.051934e+00
-4.151342724000e+01, 1.557524e+00, 8.765555e-01
-4.143753432000e+01, 1.557528e+00, 9.840729e-01
-4.136164140000e+01, 1.557634e+00, 9.446623e-01
-4.128574848000e+01, 1.558307e+00, 9.151804e-01
-4.120985556000e+01, 1.558235e+00, 1.016373e+00
-4.113396264000e+01, 1.558034e+00, 8.383076e-01
-4.105806972000e+01, 1.558192e+00, 1.092647e+00
-4.098217680000e+01, 1.558697e+00, 7.763035e-01
-4.090628388000e+01, 1.558689e+00, 1.108010e+00
-4.083039096000e+01, 1.558819e+00, 8.259497e-01
-4.075449804000e+01, 1.558889e+00, 1.034668e+00
-4.067860512000e+01, 1.559011e+00, 8.919073e-01
-4.060271220000e+01, 1.559479e+00, 9.688859e-01
-4.052681928000e+01, 1.558794e+00, 9.649093e-01
-4.045092636000e+01, 1.559263e+00, 8.935324e-01
-4.037503344000e+01, 1.559012e+00, 1.041507e+00
-4.029914052000e+01, 1.559104e+00, 8.205598e-01
-4.022324760000e+01, 1.559438e+00, 1.114804e+00
-4.014735468000e+01, 1.559953e+00, 7.762188e-01
-4.007146176000e+01, 1.559757e+00, 1.086056e+00
-3.999556884000e+01, 1.559876e+00, 8.463275e-01
-3.991967592000e+01, 1.559875e+00, 1.013557e+00
-3.984378300000e+01, 1.560404e+00, 9.115278e-01
-3.976789008000e+01, 1.560188e+00, 9.452137e-01
-3.969199716000e+01, 1.560523e+00, 9.854334e-01
-3.961610424000e+01, 1.559893e+00, 8.750645e-01
-3.954021132000e+01, 1.560111e+00, 1.060577e+00
-3.946431840000e+01, 1.560526e+00, 8.010663e-01
-3.938842548000e+01, 1.560529e+00, 1.119419e+00
-3.931253256000e+01, 1.560810e+00, 7.889845e-01
-3.923663964000e+01, 1.560914e+00, 1.066994e+00
-3.916074672000e+01, 1.561123e+00, 8.654717e-01
-3.908485380000e+01, 1.561230e+00, 9.932541e-01
-3.900896088000e+01, 1.560970e+00, 9.319168e-01
-3.893306796000e+01, 1.561023e+00, 9.262544e-01
-3.885717504000e+01, 1.561114e+00, 1.006146e+00
-3.878128212000e+01, 1.561289e+00, 8.547734e-01
-3.870538920000e+01, 1.560942e+00, 1.081208e+00
-3.862949628000e+01, 1.560762e+00, 7.789230e-01
-3.855360336000e+01, 1.561143e+00, 1.117568e+00
-3.847771044000e+01, 1.561164e+00, 8.107603e-01
-3.840181752000e+01, 1.561120e+00, 1.047884e+00
-3.832592460000e+01, 1.561047e+00, 8.749993e-01
-3.825003168000e+01, 1.561353e+00, 9.815306e-01
-3.817413876000e+01, 1.561311e+00, 9.506319e-01
-3.809824584000e+01, 1.560976e+00, 9.092705e-01
-3.802235292000e+01, 1.560720e+00, 1.024504e+00
-3.794646000000e+01, 1.560700e+00, 8.360247e-01
-3.787056708000e+01, 1.560134e+00, 1.101252e+00
-3.779467416000e+01, 1.560078e+00, 7.783077e-01
-3.771878124000e+01, 1.559605e+00, 1.104705e+00
-3.764288832000e+01, 1.559412e+00, 8.304922e-01
-3.756699540000e+01, 1.559299e+00, 1.029191e+00
-3.749110248000e+01, 1.559070e+00, 8.967817e-01
-3.741520956000e+01, 1.559136e+00, 9.652451e-01
-3.733931664000e+01, 1.559057e+00, 9.700763e-01
-3.726342372000e+01, 1.558979e+00, 8.902489e-01
-3.718753080000e+01, 1.558943e+00, 1.042626e+00
-3.711163788000e+01, 1.558961e+00, 8.169635e-01
-3.703574496000e+01, 1.558794e+00, 1.117344e+00
-3.695985204000e+01, 1.559371e+00, 7.755043e-01
-3.688395912000e+01, 1.558950e+00, 1.084824e+00
-3.680806620000e+01, 1.559004e+00, 8.478896e-01
-3.673217328000e+01, 1.558932e+00, 1.010996e+00
-3.665628036000e+01, 1.558841e+00, 9.147928e-01
-3.658038744000e+01, 1.558819e+00, 9.461223e-01
-3.650449452000e+01, 1.558984e+00, 9.878854e-01
-3.642860160000e+01, 1.559131e+00, 8.716643e-01
-3.635270868000e+01, 1.559181e+00, 1.061558e+00
-3.627681576000e+01, 1.559259e+00, 7.979083e-01
-3.620092284000e+01, 1.559564e+00, 1.117103e+00
-3.612502992000e+01, 1.559694e+00, 7.939396e-01
-3.604913700000e+01, 1.559805e+00, 1.066011e+00
-3.597324408000e+01, 1.560205e+00, 8.674867e-01
-3.589735116000e+01, 1.560098e+00, 9.906607e-01
-3.582145824000e+01, 1.559799e+00, 9.334318e-01
-3.574556532000e+01, 1.560272e+00, 9.275282e-01
-3.566967240000e+01, 1.560089e+00, 1.007301e+00
-3.559377948000e+01, 1.560256e+00, 8.520337e-01
-3.551788656000e+01, 1.560045e+00, 1.081286e+00
-3.544199364000e+01, 1.560041e+00, 7.781804e-01
-3.536610072000e+01, 1.559960e+00, 1.119411e+00
-3.529020780000e+01, 1.560108e+00, 8.137182e-01
-3.521431488000e+01, 1.559494e+00, 1.046067e+00
-3.513842196000e+01, 1.559874e+00, 8.813102e-01
-3.506252904000e+01, 1.559939e+00, 9.815995e-01
-3.498663612000e+01, 1.560260e+00, 9.561795e-01
-3.491074320000e+01, 1.560269e+00, 9.061755e-01
-3.483485028000e+01, 1.559720e+00, 1.463817e+00
-3.475895736000e+01, 1.559540e+00, 1.952254e+00
-3.468306444000e+01, 1.559641e+00, 1.951938e+00
-3.460717152000e+01, 1.559497e+00, 1.951214e+00
-3.453127860000e+01, 1.558976e+00, 1.952171e+00
-3.445538568000e+01, 1.559534e+00, 1.951748e+00
-3.437949276000e+01, 1.559473e+00, 1.951091e+00
-3.430359984000e+01, 1.559478e+00, 1.951020e+00
-3.422770692000e+01, 1.558611e+00, 1.950734e+00
-3.415181400000e+01, 1.558660e+00, 1.950897e+00
-3.407592108000e+01, 1.558615e+00, 1.950952e+00
-3.400002816000e+01, 1.558609e+00, 1.950364e+00
-3.392413524000e+01, 1.558844e+00, 1.950507e+00
-3.384824232000e+01, 1.559650e+00, 1.632362e+00
-3.377234940000e+01, 1.560694e+00, 1.019370e+00
-3.369645648000e+01, 1.560688e+00, 8.415015e-01
-3.362056356000e+01, 1.560614e+00, 1.093209e+00
-3.354467064000e+01, 1.560764e+00, 7.783103e-01
-3.346877772000e+01, 1.560499e+00, 1.106837e+00
-3.339288480000e+01, 1.560968e+00, 8.272857e-01
-3.331699188000e+01, 1.560441e+00, 1.033005e+00
-3.324109896000e+01, 1.560775e+00, 8.928117e-01
-3.316520604000e+01, 1.560846e+00, 9.686235e-01
-3.308931312000e+01, 1.561299e+00, 9.681384e-01
-3.301342020000e+01, 1.561428e+00, 8.956351e-01
-3.293752728000e+01, 1.561089e+00, 1.042498e+00
-3.286163436000e+01, 1.561042e+00, 8.218768e-01
-3.278574144000e+01, 1.561039e+00, 1.114672e+00
-3.270984852000e+01, 1.561388e+00, 7.780763e-01
-3.263395560000e+01, 1.561146e+00, 1.090108e+00
-3.255806268000e+01, 1.561195e+00, 8.479120e-01
-3.248216976000e+01, 1.561568e+00, 1.014847e+00
-3.240627684000e+01, 1.561551e+00, 9.120940e-01
-3.233038392000e+01, 1.561471e+00, 9.501995e-01
-3.225449100000e+01, 1.561554e+00, 9.880304e-01
-3.217859808000e+01, 1.561546e+00, 8.761666e-01
-3.210270516000e+01, 1.561509e+00, 1.061467e+00
-3.202681224000e+01, 1.561775e+00, 8.006833e-01
-3.195091932000e+01, 1.561826e+00, 1.123626e+00
-3.187502640000e+01, 1.561745e+00, 7.949006e-01
-3.179913348000e+01, 1.561964e+00, 1.069548e+00
-3.172324056000e+01, 1.561835e+00, 8.686787e-01
-3.164734764000e+01, 1.562094e+00, 9.960970e-01
-3.157145472000e+01, 1.562170e+00, 9.335498e-01
-3.149556180000e+01, 1.562094e+00, 9.307398e-01
-3.141966888000e+01, 1.561838e+00, 1.006979e+00
-3.134377596000e+01, 1.562367e+00, 8.549141e-01
-3.126788304000e+01, 1.562362e+00, 1.082010e+00
-3.119199012000e+01, 1.562651e+00, 7.810451e-01
-3.111609720000e+01, 1.562310e+00, 1.120402e+00
-3.104020428000e+01, 1.562589e+00, 8.149248e-01
-3.096431136000e+01, 1.562627e+00, 1.046847e+00
-3.088841844000e+01, 1.562646e+00, 8.790233e-01
-3.081252552000e+01, 1.562547e+00, 9.832391e-01
-3.073663260000e+01, 1.562305e+00, 9.554027e-01
-3.066073968000e+01, 1.562680e+00, 9.074374e-01
-3.058484676000e+01, 1.562662e+00, 1.029779e+00
-3.050895384000e+01, 1.562996e+00, 8.355577e-01
-3.043306092000e+01, 1.562419e+00, 1.102696e+00
-3.035716800000e+01, 1.562452e+00, 7.790479e-01
-3.028127508000e+01, 1.562509e+00, 1.102213e+00
-3.020538216000e+01, 1.562773e+00, 8.340723e-01
-3.012948924000e+01, 1.562466e+00, 1.029400e+00
-3.005359632000e+01, 1.562730e+00, 9.010095e-01
-2.997770340000e+01, 1.562949e+00, 9.632851e-01
-2.990181048000e+01, 1.562996e+00, 9.754009e-01
-2.982591756000e+01, 1.562979e+00, 8.895324e-01
-2.975002464000e+01, 1.563114e+00, 1.047872e+00
-2.967413172000e+01, 1.563403e+00, 8.144697e-01
-2.959823880000e+01, 1.563128e+00, 1.120095e+00
-2.952234588000e+01, 1.563087e+00, 7.823314e-01
-2.944645296000e+01, 1.563750e+00, 1.079436e+00
-2.937056004000e+01, 1.563618e+00, 8.569730e-01
-2.929466712000e+01, 1.564755e+00, 1.008837e+00
-2.921877420000e+01, 1.565666e+00, 9.212053e-01
-2.914288128000e+01, 1.566483e+00, 9.436970e-01
-2.906698836000e+01, 1.564622e+00, 9.941262e-01
-2.899109544000e+01, 1.564334e+00, 8.683274e-01
-2.891520252000e+01, 1.563730e+00, 1.068437e+00
-2.883930960000e+01, 1.563669e+00, 7.955443e-01
-2.876341668000e+01, 1.563741e+00, 1.118661e+00
-2.868752376000e+01, 1.564465e+00, 8.012106e-01
-2.861163084000e+01, 1.564372e+00, 1.061913e+00
-2.853573792000e+01, 1.564475e+00, 8.747287e-01
-2.845984500000e+01, 1.564266e+00, 9.892689e-01
-2.838395208000e+01, 1.564632e+00, 9.405235e-01
-2.830805916000e+01, 1.564724e+00, 9.217191e-01
-2.823216624000e+01, 1.564939e+00, 1.012812e+00
-2.815627332000e+01, 1.564947e+00, 8.506215e-01
-2.808038040000e+01, 1.564829e+00, 1.086584e+00
-2.800448748000e+01, 1.564919e+00, 7.807172e-01
-2.792859456000e+01, 1.565140e+00, 1.118303e+00
-2.785270164000e+01, 1.565318e+00, 8.188154e-01
-2.777680872000e+01, 1.565328e+00, 1.044654e+00
-2.770091580000e+01, 1.565534e+00, 8.861161e-01
-2.762502288000e+01, 1.565373e+00, 9.780213e-01
-2.754912996000e+01, 1.565724e+00, 9.604129e-01
-2.747323704000e+01, 1.565772e+00, 9.049139e-01
-2.739734412000e+01, 1.565562e+00, 1.032240e+00
-2.732145120000e+01, 1.565566e+00, 8.321387e-01
-2.724555828000e+01, 1.565498e+00, 1.106600e+00
-2.716966536000e+01, 1.565751e+00, 7.798922e-01
-2.709377244000e+01, 1.565660e+00, 1.099375e+00
-2.701787952000e+01, 1.565683e+00, 8.382091e-01
-2.694198660000e+01, 1.565800e+00, 1.023985e+00
-2.686609368000e+01, 1.566143e+00, 9.041351e-01
-2.679020076000e+01, 1.566117e+00, 9.594772e-01
-2.671430784000e+01, 1.565862e+00, 9.766806e-01
-2.663841492000e+01, 1.566103e+00, 8.838506e-01
-2.656252200000e+01, 1.566092e+00, 1.049926e+00
-2.648662908000e+01, 1.566242e+00, 8.125990e-01
-2.641073616000e+01, 1.566131e+00, 1.119963e+00
-2.633484324000e+01, 1.566500e+00, 7.838072e-01
-2.625895032000e+01, 1.565928e+00, 1.077819e+00
-2.618305740000e+01, 1.566080e+00, 8.580444e-01
-2.610716448000e+01, 1.565934e+00, 1.005283e+00
-2.603127156000e+01, 1.565792e+00, 9.238221e-01
-2.595537864000e+01, 1.566077e+00, 9.410937e-01
-2.587948572000e+01, 1.565775e+00, 9.974390e-01
-2.580359280000e+01, 1.565987e+00, 8.657567e-01
-2.572769988000e+01, 1.565928e+00, 1.071814e+00
-2.565180696000e+01, 1.566164e+00, 7.917489e-01
-2.557591404000e+01, 1.566160e+00, 1.122670e+00
-2.550002112000e+01, 1.565600e+00, 8.034184e-01
-2.542412820000e+01, 1.565837e+00, 1.060278e+00
-2.534823528000e+01, 1.566012e+00, 8.781843e-01
-2.527234236000e+01, 1.566072e+00, 9.863209e-01
-2.519644944000e+01, 1.565406e+00, 9.447688e-01
-2.512055652000e+01, 1.565475e+00, 9.204282e-01
-2.504466360000e+01, 1.565564e+00, 1.016946e+00
-2.496877068000e+01, 1.566058e+00, 8.466237e-01
-2.489287776000e+01, 1.565429e+00, 1.090677e+00
-2.481698484000e+01, 1.565382e+00, 7.784026e-01
-2.474109192000e+01, 1.565327e+00, 1.115928e+00
-2.466519900000e+01, 1.565714e+00, 8.230999e-01
-2.458930608000e+01, 1.565125e+00, 1.040539e+00
-2.451341316000e+01, 1.565679e+00, 8.895248e-01
-2.443752024000e+01, 1.565530e+00, 9.775256e-01
-2.436162732000e+01, 1.565710e+00, 9.622051e-01
-2.428573440000e+01, 1.565480e+00, 9.017790e-01
-2.420984148000e+01, 1.565562e+00, 1.035219e+00
-2.413394856000e+01, 1.565569e+00, 8.278875e-01
-2.405805564000e+01, 1.565214e+00, 1.109769e+00
-2.398216272000e+01, 1.565325e+00, 7.804334e-01
-2.390626980000e+01, 1.565532e+00, 1.095090e+00
-2.383037688000e+01, 1.565542e+00, 8.403269e-01
-2.375448396000e+01, 1.565381e+00, 1.022987e+00
-2.367859104000e+01, 1.565218e+00, 9.060806e-01
-2.360269812000e+01, 1.565094e+00, 9.578314e-01
-2.352680520000e+01, 1.564620e+00, 9.809423e-01
-2.345091228000e+01, 1.564942e+00, 8.812994e-01
-2.337501936000e+01, 1.564890e+00, 1.056347e+00
-2.329912644000e+01, 1.565208e+00, 8.102508e-01
-2.322323352000e+01, 1.565281e+00, 1.120981e+00
-2.314734060000e+01, 1.565653e+00, 7.891035e-01
-2.307144768000e+01, 1.565624e+00, 1.075758e+00
-2.299555476000e+01, 1.565782e+00, 8.631937e-01
-2.291966184000e+01, 1.565447e+00, 1.002667e+00
-2.284376892000e+01, 1.565558e+00, 9.292535e-01
-2.276787600000e+01, 1.565757e+00, 9.357777e-01
-2.269198308000e+01, 1.566159e+00, 1.000591e+00
-2.261609016000e+01, 1.565964e+00, 8.626133e-01
-2.254019724000e+01, 1.565658e+00, 1.075111e+00
-2.246430432000e+01, 1.565830e+00, 7.886684e-01
-2.238841140000e+01, 1.565947e+00, 1.121525e+00
-2.231251848000e+01, 1.567240e+00, 8.067007e-01
-2.223662556000e+01, 1.569398e+00, 1.055847e+00
-2.216073264000e+01, 1.565466e+00, 8.773883e-01
-2.208483972000e+01, 1.565388e+00, 9.855524e-01
-2.200894680000e+01, 1.565275e+00, 9.474103e-01
-2.193305388000e+01, 1.565103e+00, 9.177385e-01
-2.185716096000e+01, 1.564625e+00, 1.020450e+00
-2.178126804000e+01, 1.564808e+00, 8.432898e-01
-2.170537512000e+01, 1.564636e+00, 1.096722e+00
-2.162948220000e+01, 1.564794e+00, 7.798721e-01
-2.155358928000e+01, 1.564636e+00, 1.109902e+00
-2.147769636000e+01, 1.565104e+00, 8.292750e-01
-2.140180344000e+01, 1.564778e+00, 1.036404e+00
-2.132591052000e+01, 1.564707e+00, 8.922478e-01
-2.125001760000e+01, 1.564547e+00, 9.705571e-01
-2.117412468000e+01, 1.564473e+00, 9.655094e-01
-2.109823176000e+01, 1.564685e+00, 8.954914e-01
-2.102233884000e+01, 1.564662e+00, 1.041513e+00
-2.094644592000e+01, 1.564563e+00, 8.232755e-01
-2.087055300000e+01, 1.564540e+00, 1.112651e+00
-2.079466008000e+01, 1.564519e+00, 7.781617e-01
-2.071876716000e+01, 1.564309e+00, 1.088127e+00
-2.064287424000e+01, 1.564038e+00, 8.486638e-01
-2.056698132000e+01, 1.564051e+00, 1.017466e+00
-2.049108840000e+01, 1.564559e+00, 9.142359e-01
-2.041519548000e+01, 1.564259e+00, 9.506444e-01
-2.033930256000e+01, 1.563931e+00, 9.873874e-01
-2.026340964000e+01, 1.563457e+00, 8.772687e-01
-2.018751672000e+01, 1.563518e+00, 1.062054e+00
-2.011162380000e+01, 1.563047e+00, 8.019433e-01
-2.003573088000e+01, 1.562802e+00, 1.119976e+00
-1.995983796000e+01, 1.562799e+00, 7.936684e-01
-1.988394504000e+01, 1.562610e+00, 1.070292e+00
-1.980805212000e+01, 1.562466e+00, 8.700260e-01
-1.973215920000e+01, 1.562575e+00, 9.958795e-01
-1.965626628000e+01, 1.562083e+00, 9.356904e-01
-1.958037336000e+01, 1.562230e+00, 9.317062e-01
-1.950448044000e+01, 1.562540e+00, 1.008642e+00
-1.942858752000e+01, 1.563069e+00, 8.549659e-01
-1.935269460000e+01, 1.562918e+00, 1.084560e+00
-1.927680168000e+01, 1.563249e+00, 7.820829e-01
-1.920090876000e+01, 1.563041e+00, 1.121931e+00
-1.912501584000e+01, 1.563306e+00, 8.152544e-01
-1.904912292000e+01, 1.563574e+00, 1.050045e+00
-1.897323000000e+01, 1.564132e+00, 8.821592e-01
-1.889733708000e+01, 1.564260e+00, 9.836570e-01
-1.882144416000e+01, 1.564220e+00, 9.559426e-01
-1.874555124000e+01, 1.564597e+00, 9.091476e-01
-1.866965832000e+01, 1.564701e+00, 1.031002e+00
-1.859376540000e+01, 1.564635e+00, 8.339372e-01
-1.851787248000e+01, 1.564657e+00, 1.105312e+00
-1.844197956000e+01, 1.565287e+00, 7.797294e-01
-1.836608664000e+01, 1.565759e+00, 1.101407e+00
-1.829019372000e+01, 1.565341e+00, 8.382397e-01
-1.821430080000e+01, 1.564755e+00, 1.028620e+00
-1.813840788000e+01, 1.564885e+00, 9.028270e-01
-1.806251496000e+01, 1.565127e+00, 9.629140e-01
-1.798662204000e+01, 1.565503e+00, 9.757858e-01
-1.791072912000e+01, 1.565691e+00, 8.866483e-01
-1.783483620000e+01, 1.565244e+00, 1.050139e+00
-1.775894328000e+01, 1.565428e+00, 8.121455e-01
-1.768305036000e+01, 1.564825e+00, 1.120261e+00
-1.760715744000e+01, 1.564805e+00, 7.842255e-01
-1.753126452000e+01, 1.564335e+00, 1.080084e+00
-1.745537160000e+01, 1.563969e+00, 8.568408e-01
-1.737947868000e+01, 1.563803e+00, 1.007460e+00
-1.730358576000e+01, 1.563293e+00, 9.226785e-01
-1.722769284000e+01, 1.562975e+00, 9.424891e-01
-1.715179992000e+01, 1.562357e+00, 9.971915e-01
-1.707590700000e+01, 1.562219e+00, 8.654235e-01
-1.700001408000e+01, 1.561545e+00, 1.070410e+00
-1.692412116000e+01, 1.561432e+00, 7.923916e-01
-1.684822824000e+01, 1.560962e+00, 1.121457e+00
-1.677233532000e+01, 1.560589e+00, 8.046220e-01
-1.669644240000e+01, 1.560421e+00, 1.062503e+00
-1.662054948000e+01, 1.560221e+00, 8.764896e-01
-1.654465656000e+01, 1.560100e+00, 9.884401e-01
-1.646876364000e+01, 1.559927e+00, 9.434271e-01
-1.639287072000e+01, 1.560095e+00, 9.206777e-01
-1.631697780000e+01, 1.559716e+00, 1.017957e+00
-1.624108488000e+01, 1.560062e+00, 8.468396e-01
-1.616519196000e+01, 1.559984e+00, 1.092767e+00
-1.608929904000e+01, 1.560254e+00, 7.811621e-01
-1.601340612000e+01, 1.560655e+00, 1.114541e+00
-1.593751320000e+01, 1.560894e+00, 8.233490e-01
-1.586162028000e+01, 1.560901e+00, 1.041154e+00
-1.578572736000e+01, 1.561296e+00, 8.904018e-01
-1.570983444000e+01, 1.561491e+00, 9.735121e-01
-1.563394152000e+01, 1.561245e+00, 9.652365e-01
-1.555804860000e+01, 1.561661e+00, 8.980545e-01
-1.548215568000e+01, 1.561450e+00, 1.039653e+00
-1.540626276000e+01, 1.562023e+00, 8.273240e-01
-1.533036984000e+01, 1.561736e+00, 1.113722e+00
-1.525447692000e+01, 1.561696e+00, 7.801520e-01
-1.517858400000e+01, 1.561667e+00, 1.093157e+00
-1.510269108000e+01, 1.561617e+00, 8.482927e-01
-1.502679816000e+01, 1.561448e+00, 1.019632e+00
-1.495090524000e+01, 1.561389e+00, 9.113841e-01
-1.487501232000e+01, 1.561276e+00, 9.528456e-01
-1.479911940000e+01, 1.560774e+00, 9.844486e-01
-1.472322648000e+01, 1.560634e+00, 8.770594e-01
-1.464733356000e+01, 1.560153e+00, 1.058862e+00
-1.457144064000e+01, 1.559850e+00, 8.046903e-01
-1.449554772000e+01, 1.559108e+00, 1.120086e+00
-1.441965480000e+01, 1.558600e+00, 7.922736e-01
-1.434376188000e+01, 1.558548e+00, 1.071934e+00
-1.426786896000e+01, 1.558023e+00, 8.643821e-01
-1.419197604000e+01, 1.557558e+00, 9.974483e-01
-1.411608312000e+01, 1.556941e+00, 9.306795e-01
-1.404019020000e+01, 1.556908e+00, 9.318660e-01
-1.396429728000e+01, 1.555924e+00, 9.977132e-01
-1.388840436000e+01, 1.555638e+00, 8.657485e-01
-1.381251144000e+01, 1.554904e+00, 1.071771e+00
-1.373661852000e+01, 1.554422e+00, 7.932679e-01
-1.366072560000e+01, 1.553050e+00, 1.123015e+00
-1.358483268000e+01, 1.552819e+00, 8.036732e-01
-1.350893976000e+01, 1.551741e+00, 1.059778e+00
-1.343304684000e+01, 1.550793e+00, 8.784044e-01
-1.335715392000e+01, 1.550130e+00, 9.822639e-01
-1.328126100000e+01, 1.549131e+00, 9.448887e-01
-1.320536808000e+01, 1.548410e+00, 9.184191e-01
-1.312947516000e+01, 1.547480e+00, 1.017385e+00
-1.305358224000e+01, 1.546373e+00, 8.470532e-01
-1.297768932000e+01, 1.545083e+00, 1.093635e+00
-1.290179640000e+01, 1.543349e+00, 7.811588e-01
-1.282590348000e+01, 1.541985e+00, 1.114012e+00
-1.275001056000e+01, 1.540701e+00, 8.240480e-01
-1.267411764000e+01, 1.539503e+00, 1.039050e+00
-1.259822472000e+01, 1.538372e+00, 8.910396e-01
-1.252233180000e+01, 1.536396e+00, 9.731997e-01
-1.244643888000e+01, 1.534880e+00, 9.642640e-01
-1.237054596000e+01, 1.533116e+00, 8.989513e-01
-1.229465304000e+01, 1.531257e+00, 1.039505e+00
-1.221876012000e+01, 1.529759e+00, 8.273955e-01
-1.214286720000e+01, 1.527920e+00, 1.112736e+00
-1.206697428000e+01, 1.526375e+00, 7.787750e-01
-1.199108136000e+01, 1.524418e+00, 1.093591e+00
-1.191518844000e+01, 1.522211e+00, 8.450649e-01
-1.183929552000e+01, 1.519815e+00, 1.020051e+00
-1.176340260000e+01, 1.517778e+00, 9.117733e-01
-1.168750968000e+01, 1.515519e+00, 9.553240e-01
-1.161161676000e+01, 1.513223e+00, 9.842093e-01
-1.153572384000e+01, 1.510772e+00, 8.790115e-01
-1.145983092000e+01, 1.507259e+00, 1.057709e+00
-1.138393800000e+01, 1.504314e+00, 8.056928e-01
-1.130804508000e+01, 1.501120e+00, 1.119408e+00
-1.123215216000e+01, 1.498524e+00, 7.904158e-01
-1.115625924000e+01, 1.495328e+00, 1.074759e+00
-1.108036632000e+01, 1.493976e+00, 8.645390e-01
-1.100447340000e+01, 1.492662e+00, 9.968850e-01
-1.092858048000e+01, 1.492512e+00, 9.299169e-01
-1.085268756000e+01, 1.493511e+00, 9.325667e-01
-1.077679464000e+01, 1.495679e+00, 1.004009e+00
-1.070090172000e+01, 1.499368e+00, 8.591564e-01
-1.062500880000e+01, 1.504283e+00, 1.078170e+00
-1.054911588000e+01, 1.509916e+00, 7.859017e-01
-1.047322296000e+01, 1.515616e+00, 1.121486e+00
-1.039733004000e+01, 1.520436e+00, 8.102574e-01
-1.032143712000e+01, 1.513379e+00, 1.053100e+00
-1.024554420000e+01, 1.508453e+00, 8.795902e-01
-1.016965128000e+01, 1.508249e+00, 9.864079e-01
-1.009375836000e+01, 1.507860e+00, 9.515632e-01
-1.001786544000e+01, 1.506972e+00, 9.137731e-01
-9.941972520000e+00, 1.505597e+00, 1.023628e+00
-9.866079600000e+00, 1.504370e+00, 8.390083e-01
-9.790186680000e+00, 1.502848e+00, 1.098397e+00
-9.714293760000e+00, 1.501886e+00, 7.797515e-01
-9.638400840000e+00, 1.500986e+00, 1.107203e+00
-9.562507920000e+00, 1.501370e+00, 8.300486e-01
-9.486615000000e+00, 1.501810e+00, 1.033207e+00
-9.410722080000e+00, 1.502789e+00, 8.965339e-01
-9.334829160000e+00, 1.503635e+00, 9.686249e-01
-9.258936240000e+00, 1.504279e+00, 9.692646e-01
-9.183043320000e+00, 1.504786e+00, 8.927817e-01
-9.107150400000e+00, 1.505641e+00, 1.047281e+00
-9.031257480000e+00, 1.506628e+00, 8.211290e-01
-8.955364560000e+00, 1.507743e+00, 1.118819e+00
-8.879471640000e+00, 1.509299e+00, 7.792137e-01
-8.803578720000e+00, 1.510584e+00, 1.088799e+00
-8.727685800000e+00, 1.512869e+00, 8.495503e-01
-8.651792880000e+00, 1.514748e+00, 1.013654e+00
-8.575899960000e+00, 1.516574e+00, 9.164110e-01
-8.500007040000e+00, 1.518467e+00, 9.490601e-01
-8.424114120000e+00, 1.520387e+00, 9.883587e-01
-8.348221200000e+00, 1.522356e+00, 8.741935e-01
-8.272328280000e+00, 1.524062e+00, 1.063446e+00
-8.196435360000e+00, 1.526201e+00, 8.020491e-01
-8.120542440000e+00, 1.527923e+00, 1.121747e+00
-8.044649520000e+00, 1.529540e+00, 7.953808e-01
-7.968756600000e+00, 1.531364e+00, 1.068134e+00
-7.892863680000e+00, 1.532680e+00, 8.669013e-01
-7.816970760000e+00, 1.534126e+00, 9.923320e-01
-7.741077840000e+00, 1.535034e+00, 9.327338e-01
-7.665184920000e+00, 1.535965e+00, 9.281642e-01
