% Moku:Go Lock-In Amplifier
% Input 1, DC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Internal demodulation: 1.000 000 000 kHz, 10.000 000 deg
% Lowpass filter corner frequency 9.0 Hz (time constant 17.7 ms), slope 12 dB / octave
% Output 1 - I signal, +0.0 dB gain, invert off, offset 0.000 0 V, output disabled
% Output 2 - Demodulation signal, amplitude 10.000 Vpp, offset 0.000 0 V, output enabled
% Acquired 2025-06-03 T 16:34:41 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-9.147067809600e+01, 1.232298e+00, 8.650646e-01
-9.137263878400e+01, 1.232925e+00, 9.314289e-01
-9.127459947200e+01, 1.232821e+00, 1.032912e+00
-9.117656016000e+01, 1.233059e+00, 9.224784e-01
-9.107852084800e+01, 1.233426e+00, 8.647480e-01
-9.098048153600e+01, 1.233740e+00, 1.025550e+00
-9.088244222400e+01, 1.233595e+00, 9.964576e-01
-9.078440291200e+01, 1.233980e+00, 8.647044e-01
-9.068636360000e+01, 1.233950e+00, 9.574555e-01
-9.058832428800e+01, 1.233702e+00, 1.033093e+00
-9.049028497600e+01, 1.233886e+00, 8.966226e-01
-9.039224566400e+01, 1.233830e+00, 8.820257e-01
-9.029420635200e+01, 1.233386e+00, 1.033227e+00
-9.019616704000e+01, 1.233651e+00, 9.711218e-01
-9.009812772800e+01, 1.233251e+00, 8.657734e-01
-9.000008841600e+01, 1.233083e+00, 9.757605e-01
-8.990204910400e+01, 1.233019e+00, 1.039315e+00
-8.980400979200e+01, 1.232655e+00, 8.714766e-01
-8.970597048000e+01, 1.234293e+00, 1.150268e+00
-8.960793116800e+01, 1.238593e+00, 1.728049e+00
-8.950989185600e+01, 1.237584e+00, 1.728140e+00
-8.941185254400e+01, 1.237076e+00, 1.728602e+00
-8.931381323200e+01, 1.237435e+00, 1.729194e+00
-8.921577392000e+01, 1.236971e+00, 1.729090e+00
-8.911773460800e+01, 1.237331e+00, 1.729520e+00
-8.901969529600e+01, 1.237030e+00, 1.729538e+00
-8.892165598400e+01, 1.237204e+00, 1.729754e+00
-8.882361667200e+01, 1.237738e+00, 1.729824e+00
-8.872557736000e+01, 1.237420e+00, 1.729783e+00
-8.862753804800e+01, 1.237196e+00, 1.729932e+00
-8.852949873600e+01, 1.236968e+00, 1.730144e+00
-8.843145942400e+01, 1.236349e+00, 1.730110e+00
-8.833342011200e+01, 1.236958e+00, 1.730296e+00
-8.823538080000e+01, 1.236354e+00, 1.730271e+00
-8.813734148800e+01, 1.236691e+00, 1.730287e+00
-8.803930217600e+01, 1.236814e+00, 1.705437e+00
-8.794126286400e+01, 1.231182e+00, 1.414462e+00
-8.784322355200e+01, 1.229257e+00, 1.956565e+00
-8.774518424000e+01, 1.228380e+00, 1.956224e+00
-8.764714492800e+01, 1.227947e+00, 1.955817e+00
-8.754910561600e+01, 1.227128e+00, 1.955563e+00
-8.745106630400e+01, 1.227853e+00, 1.955191e+00
-8.735302699200e+01, 1.228372e+00, 1.954939e+00
-8.725498768000e+01, 1.228333e+00, 1.954654e+00
-8.715694836800e+01, 1.228179e+00, 1.954752e+00
-8.705890905600e+01, 1.227367e+00, 1.954666e+00
-8.696086974400e+01, 1.228075e+00, 1.948268e+00
-8.686283043200e+01, 1.227407e+00, 1.954203e+00
-8.676479112000e+01, 1.227459e+00, 1.954314e+00
-8.666675180800e+01, 1.227758e+00, 1.954030e+00
-8.656871249600e+01, 1.226942e+00, 1.953999e+00
-8.647067318400e+01, 1.227204e+00, 1.953833e+00
-8.637263387200e+01, 1.226967e+00, 1.953745e+00
-8.627459456000e+01, 1.226916e+00, 1.953645e+00
-8.617655524800e+01, 1.226998e+00, 1.953513e+00
-8.607851593600e+01, 1.226760e+00, 1.953406e+00
-8.598047662400e+01, 1.226689e+00, 1.947225e+00
-8.588243731200e+01, 1.226497e+00, 1.953681e+00
-8.578439800000e+01, 1.226867e+00, 1.953504e+00
-8.568635868800e+01, 1.227403e+00, 1.953533e+00
-8.558831937600e+01, 1.227365e+00, 1.953447e+00
-8.549028006400e+01, 1.227539e+00, 1.953494e+00
-8.539224075200e+01, 1.227556e+00, 1.953327e+00
-8.529420144000e+01, 1.228392e+00, 1.953274e+00
-8.519616212800e+01, 1.228127e+00, 1.953546e+00
-8.509812281600e+01, 1.227698e+00, 1.953582e+00
-8.500008350400e+01, 1.228213e+00, 1.953440e+00
-8.490204419200e+01, 1.228477e+00, 1.057916e+00
-8.480400488000e+01, 1.228485e+00, 9.689959e-01
-8.470596556800e+01, 1.228340e+00, 1.033309e+00
-8.460792625600e+01, 1.228565e+00, 8.819297e-01
-8.450988694400e+01, 1.228055e+00, 8.960677e-01
-8.441184763200e+01, 1.228072e+00, 1.032280e+00
-8.431380832000e+01, 1.227925e+00, 9.570631e-01
-8.421576900800e+01, 1.228685e+00, 8.647690e-01
-8.411772969600e+01, 1.228131e+00, 9.898449e-01
-8.401969038400e+01, 1.227922e+00, 1.031047e+00
-8.392165107200e+01, 1.228125e+00, 8.652105e-01
-8.382361176000e+01, 1.227708e+00, 9.217018e-01
-8.372557244800e+01, 1.227438e+00, 1.033218e+00
-8.362753313600e+01, 1.227591e+00, 9.317888e-01
-8.352949382400e+01, 1.227578e+00, 8.648387e-01
-8.343145451200e+01, 1.227206e+00, 1.015915e+00
-8.333341520000e+01, 1.227483e+00, 1.005683e+00
-8.323537588800e+01, 1.227837e+00, 8.647690e-01
-8.313733657600e+01, 1.227680e+00, 9.468456e-01
-8.303929726400e+01, 1.227759e+00, 1.033146e+00
-8.294125795200e+01, 1.227417e+00, 9.059878e-01
-8.284321864000e+01, 1.227141e+00, 8.731622e-01
-8.274517932800e+01, 1.227763e+00, 1.032823e+00
-8.264714001600e+01, 1.227470e+00, 9.807912e-01
-8.254910070400e+01, 1.227510e+00, 8.646523e-01
-8.245106139200e+01, 1.226927e+00, 9.698680e-01
-8.235302208000e+01, 1.226546e+00, 1.036781e+00
-8.225498276800e+01, 1.226998e+00, 8.813337e-01
-8.215694345600e+01, 1.227035e+00, 8.988560e-01
-8.205890414400e+01, 1.227097e+00, 1.033166e+00
-8.196086483200e+01, 1.227028e+00, 9.548544e-01
-8.186282552000e+01, 1.227285e+00, 8.650580e-01
-8.176478620800e+01, 1.226921e+00, 9.925285e-01
-8.166674689600e+01, 1.227130e+00, 1.029514e+00
-8.156870758400e+01, 1.226993e+00, 8.648645e-01
-8.147066827200e+01, 1.227022e+00, 9.236418e-01
