% Moku:Go Lock-In Amplifier
% Input 1, DC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Internal demodulation: 1.000 000 000 kHz, 10.000 000 deg
% Lowpass filter corner frequency 9.0 Hz (time constant 17.7 ms), slope 12 dB / octave
% Output 1 - I signal, +0.0 dB gain, invert off, offset 0.000 0 V, output disabled
% Output 2 - Demodulation signal, amplitude 10.000 Vpp, offset 0.000 0 V, output enabled
% Acquired 2025-06-03 T 15:19:00 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-9.088244222400e+01, 1.103870e+00, 9.897191e-01
-9.078440291200e+01, 1.104626e+00, 1.032431e+00
-9.068636360000e+01, 1.104491e+00, 8.657787e-01
-9.058832428800e+01, 1.104692e+00, 9.219376e-01
-9.049028497600e+01, 1.104811e+00, 1.033356e+00
-9.039224566400e+01, 1.104855e+00, 9.321816e-01
-9.029420635200e+01, 1.105064e+00, 8.648601e-01
-9.019616704000e+01, 1.105334e+00, 1.016177e+00
-9.009812772800e+01, 1.104636e+00, 1.006328e+00
-9.000008841600e+01, 1.105397e+00, 8.652290e-01
-8.990204910400e+01, 1.104558e+00, 9.481598e-01
-8.980400979200e+01, 1.109197e+00, 1.498113e+00
-8.970597048000e+01, 1.111105e+00, 1.728915e+00
-8.960793116800e+01, 1.111622e+00, 1.729308e+00
-8.950989185600e+01, 1.110467e+00, 1.729685e+00
-8.941185254400e+01, 1.108895e+00, 1.729985e+00
-8.931381323200e+01, 1.109883e+00, 1.730006e+00
-8.921577392000e+01, 1.110118e+00, 1.729951e+00
-8.911773460800e+01, 1.110249e+00, 1.730344e+00
-8.901969529600e+01, 1.110620e+00, 1.730221e+00
-8.892165598400e+01, 1.110630e+00, 1.730667e+00
-8.882361667200e+01, 1.109972e+00, 1.730986e+00
-8.872557736000e+01, 1.110693e+00, 1.731033e+00
-8.862753804800e+01, 1.110706e+00, 1.731137e+00
-8.852949873600e+01, 1.111360e+00, 1.730793e+00
-8.843145942400e+01, 1.110072e+00, 1.731051e+00
-8.833342011200e+01, 1.111004e+00, 1.731140e+00
-8.823538080000e+01, 1.111162e+00, 1.730993e+00
-8.813734148800e+01, 1.110927e+00, 1.560774e+00
-8.803930217600e+01, 1.106265e+00, 1.579096e+00
-8.794126286400e+01, 1.105136e+00, 1.956939e+00
-8.784322355200e+01, 1.104913e+00, 1.956436e+00
-8.774518424000e+01, 1.104833e+00, 1.956024e+00
-8.764714492800e+01, 1.105130e+00, 1.955574e+00
-8.754910561600e+01, 1.104875e+00, 1.955447e+00
-8.745106630400e+01, 1.105405e+00, 1.955235e+00
-8.735302699200e+01, 1.105281e+00, 1.955184e+00
-8.725498768000e+01, 1.105292e+00, 1.954931e+00
-8.715694836800e+01, 1.105154e+00, 1.954942e+00
-8.705890905600e+01, 1.104318e+00, 1.948811e+00
-8.696086974400e+01, 1.104267e+00, 1.954706e+00
-8.686283043200e+01, 1.105148e+00, 1.954653e+00
-8.676479112000e+01, 1.105628e+00, 1.954335e+00
-8.666675180800e+01, 1.105394e+00, 1.954220e+00
-8.656871249600e+01, 1.105591e+00, 1.954106e+00
