  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  1.90051 | -0.16534 | -0.13821
 2500.815 |  1.90087 | -0.17230 | -0.13415
 2501.630 |  1.90130 | -0.12923 | -0.13821
 2502.445 |  1.90109 | -0.14279 | -0.13415
 2503.260 |  1.90100 | -0.13333 | -0.13415
 2504.075 |  1.90139 | -0.12650 | -0.13415
 2504.889 |  1.90120 | -0.11969 | -0.13415
 2505.704 |  1.90100 | -0.10170 | -0.13008
 2506.519 |  1.90101 | -0.10149 | -0.12602
 2507.334 |  1.90084 | -0.10920 | -0.13008
 2508.149 |  1.90141 | -0.10243 | -0.12602
 2508.964 |  1.90105 | -0.08844 | -0.12602
 2509.779 |  1.90129 | -0.06062 | -0.12602
 2510.594 |  1.90107 | -0.04402 | -0.12602
 2511.409 |  1.90124 | -0.04059 | -0.13008
 2512.224 |  1.90092 | -0.02268 | -0.13008
 2513.038 |  1.90000 | -0.01533 | -0.12602
 2513.853 |  1.89985 | -0.03102 | -0.12602
 2514.668 |  1.89943 | -0.01381 | -0.12602
 2515.483 |  1.89952 | -0.01439 | -0.12602
 2516.298 |  1.89934 | -0.00642 | -0.12602
 2517.113 |  1.89926 |  0.01800 | -0.12602
 2517.928 |  1.89888 |  0.00686 | -0.12602
 2518.743 |  1.89908 |  0.01677 | -0.12602
 2519.558 |  1.89942 |  0.01219 | -0.12602
 2520.373 |  1.89936 |  0.01615 | -0.13008
 2521.187 |  1.89946 |  0.02208 | -0.12602
 2522.002 |  1.89923 |  0.01878 | -0.13008
 2522.817 |  1.89961 |  0.01416 | -0.12602
 2523.632 |  1.89935 |  0.04310 | -0.12195
 2524.447 |  1.89907 |  0.01804 | -0.12602
 2525.262 |  1.89875 |  0.02655 | -0.13008
 2526.077 |  1.89842 |  0.02846 | -0.12602
 2526.892 |  1.89857 |  0.01588 | -0.12602
 2527.707 |  1.89878 |  0.01909 | -0.13008
 2528.522 |  1.89884 | -0.00537 | -0.12602
 2529.336 |  1.89876 |  0.00440 | -0.12602
 2530.151 |  1.89868 |  0.00034 | -0.12602
 2530.966 |  1.89869 |  0.01206 | -0.12602
 2531.781 |  1.89879 |  0.00205 | -0.12602
 2532.596 |  1.89838 | -0.02246 | -0.12602
 2533.411 |  1.89825 | -0.03381 | -0.12602
 2534.226 |  1.89832 | -0.02740 | -0.12195
 2535.041 |  1.89817 | -0.02494 | -0.12602
 2535.856 |  1.89834 | -0.03962 | -0.12602
 2536.671 |  1.89855 | -0.04246 | -0.13008
 2537.485 |  1.89820 | -0.02818 | -0.12602
 2538.300 |  1.89803 | -0.04421 | -0.12602
 2539.115 |  1.89790 | -0.03391 | -0.12195
 2539.930 |  1.89780 | -0.04271 | -0.12602
 2540.745 |  1.89813 | -0.06140 | -0.12602
 2541.560 |  1.89850 | -0.07747 | -0.12602
 2542.375 |  1.89796 | -0.10540 | -0.12602
 2543.190 |  1.89808 | -0.08923 | -0.12602
 2544.005 |  1.89799 | -0.10796 | -0.12195
 2544.820 |  1.89802 | -0.08456 | -0.12602
 2545.634 |  1.89798 | -0.07501 | -0.12602
 2546.449 |  1.89805 | -0.09575 | -0.12602
 2547.264 |  1.89817 | -0.07304 | -0.12195
 2548.079 |  1.89821 | -0.06944 | -0.12602
 2548.894 |  1.89847 | -0.06058 | -0.12602
 2549.709 |  1.89840 | -0.08202 | -0.12602
 2550.524 |  1.89841 | -0.07055 | -0.12602
 2551.339 |  1.89846 | -0.09860 | -0.12602
 2552.154 |  1.89834 | -0.10822 | -0.12602
 2552.969 |  1.89861 | -0.09546 | -0.12195
 2553.783 |  1.89857 | -0.09984 | -0.12602
 2554.598 |  1.89872 | -0.06669 | -0.12602
 2555.413 |  1.89857 | -0.07833 | -0.12195
 2556.228 |  1.89874 | -0.06890 | -0.12602
 2557.043 |  1.89900 | -0.06213 | -0.13008
 2557.858 |  1.89877 | -0.07511 | -0.13008
 2558.673 |  1.89904 | -0.06967 | -0.12602
 2559.488 |  1.89902 | -0.06819 | -0.12602
 2560.303 |  1.89941 | -0.07659 | -0.12602
 2561.118 |  1.89912 | -0.06723 | -0.13008
 2561.932 |  1.89902 | -0.07434 | -0.13008
 2562.747 |  1.89944 | -0.05447 | -0.13008
 2563.562 |  1.89933 | -0.08596 | -0.12602
 2564.377 |  1.89948 | -0.08717 | -0.13008
 2565.192 |  1.89942 | -0.05548 | -0.12602
 2566.007 |  1.89961 | -0.05079 | -0.12602
 2566.822 |  1.89938 | -0.04150 | -0.13008
 2567.637 |  1.89939 | -0.04209 | -0.13008
 2568.452 |  1.89947 | -0.04467 | -0.12602
 2569.267 |  1.89909 | -0.02224 | -0.13008
 2570.081 |  1.89971 | -0.01563 | -0.13008
 2570.896 |  1.89935 |  0.00020 | -0.13008
 2571.711 |  1.90000 | -0.01296 | -0.12602
 2572.526 |  1.90021 |  0.01009 | -0.12602
 2573.341 |  1.90024 |  0.01403 | -0.13008
 2574.156 |  1.90054 |  0.01467 | -0.13008
 2574.971 |  1.90024 |  0.00740 | -0.12602
 2575.786 |  1.90076 |  0.00275 | -0.12602
 2576.601 |  1.90059 |  0.02377 | -0.12602
 2577.416 |  1.90043 | -0.00393 | -0.12602
 2578.231 |  1.90028 |  0.02892 | -0.12602
 2579.045 |  1.90059 |  0.02292 | -0.12602
 2579.860 |  1.90035 |  0.03007 | -0.13008
 2580.675 |  1.90064 |  0.04183 | -0.12602
 2581.490 |  1.90098 |  0.03711 | -0.12602
 2582.305 |  1.90060 |  0.05214 | -0.13008
 2583.120 |  1.90095 |  0.05267 | -0.13008
 2583.935 |  1.90120 |  0.03673 | -0.13008
 2584.750 |  1.90108 |  0.05437 | -0.13008
 2585.565 |  1.90114 |  0.03512 | -0.13008
 2586.380 |  1.90118 |  0.04746 | -0.12602
 2587.194 |  1.90106 |  0.06375 | -0.12602
 2588.009 |  1.90097 |  0.06752 | -0.12602
 2588.824 |  1.90091 |  0.05942 | -0.13008
 2589.639 |  1.90088 |  0.07831 | -0.13008
