alpha_deg	beta_deg	gamma_deg	sse
2.50	7.50	12.50	0.117736
2.50	7.50	77.50	0.117736
2.50	7.50	102.50	0.117736
2.50	7.50	167.50	0.117736
2.50	7.50	192.50	0.117736
2.50	7.50	257.50	0.117736
2.50	7.50	282.50	0.117736
2.50	7.50	347.50	0.117736
2.50	12.50	7.50	0.0932039
2.50	12.50	12.50	0.0898015
2.50	12.50	17.50	0.0872783
2.50	12.50	22.50	0.0851439
2.50	12.50	62.50	0.0844167
2.50	12.50	67.50	0.0851439
2.50	12.50	72.50	0.0872783
2.50	12.50	77.50	0.0898015
2.50	12.50	82.50	0.0932039
2.50	12.50	97.50	0.0932039
2.50	12.50	102.50	0.0898015
2.50	12.50	107.50	0.0872783
2.50	12.50	112.50	0.0851439
2.50	12.50	152.50	0.0844167
2.50	12.50	157.50	0.0851439
2.50	12.50	162.50	0.0872783
2.50	12.50	167.50	0.0898015
2.50	12.50	172.50	0.0932039
2.50	12.50	187.50	0.0932039
2.50	12.50	192.50	0.0898015
2.50	12.50	197.50	0.0872783
2.50	12.50	202.50	0.0851439
2.50	12.50	242.50	0.0844167
2.50	12.50	247.50	0.0851439
2.50	12.50	252.50	0.0872783
2.50	12.50	257.50	0.0898015
2.50	12.50	262.50	0.0932039
2.50	12.50	277.50	0.0932039
2.50	12.50	282.50	0.0898015
2.50	12.50	287.50	0.0872783
2.50	12.50	292.50	0.0851439
2.50	12.50	332.50	0.0844167
2.50	12.50	337.50	0.0851439
2.50	12.50	342.50	0.0872783
2.50	12.50	347.50	0.0898015
2.50	12.50	352.50	0.0932039
2.50	17.50	7.50	0.0729515
2.50	17.50	12.50	0.0682969
2.50	17.50	17.50	0.0646545
2.50	17.50	62.50	0.0606414
2.50	17.50	67.50	0.0621977
2.50	17.50	72.50	0.0646545
2.50	17.50	77.50	0.0682969
2.50	17.50	82.50	0.0729515
2.50	17.50	97.50	0.0729515
2.50	17.50	102.50	0.0682969
2.50	17.50	107.50	0.0646545
2.50	17.50	152.50	0.0606414
2.50	17.50	157.50	0.0621977
2.50	17.50	162.50	0.0646545
2.50	17.50	167.50	0.0682969
2.50	17.50	172.50	0.0729515
2.50	17.50	187.50	0.0729515
2.50	17.50	192.50	0.0682969
2.50	17.50	197.50	0.0646545
2.50	17.50	242.50	0.0606414
2.50	17.50	247.50	0.0621977
2.50	17.50	252.50	0.0646545
2.50	17.50	257.50	0.0682969
2.50	17.50	262.50	0.0729515
2.50	17.50	277.50	0.0729515
2.50	17.50	282.50	0.0682969
2.50	17.50	287.50	0.0646545
2.50	17.50	332.50	0.0606414
2.50	17.50	337.50	0.0621977
2.50	17.50	342.50	0.0646545
2.50	17.50	347.50	0.0682969
2.50	17.50	352.50	0.0729515
2.50	22.50	7.50	0.0598223
2.50	22.50	12.50	0.0537504
2.50	22.50	17.50	0.0491951
2.50	22.50	67.50	0.0457474
2.50	22.50	72.50	0.0491951
2.50	22.50	77.50	0.0537504
2.50	22.50	82.50	0.0598223
2.50	22.50	97.50	0.0598223
2.50	22.50	102.50	0.0537504
2.50	22.50	107.50	0.0491951
2.50	22.50	157.50	0.0457474
2.50	22.50	162.50	0.0491951
2.50	22.50	167.50	0.0537504
2.50	22.50	172.50	0.0598223
2.50	22.50	187.50	0.0598223
2.50	22.50	192.50	0.0537504
2.50	22.50	197.50	0.0491951
2.50	22.50	247.50	0.0457474
2.50	22.50	252.50	0.0491951
2.50	22.50	257.50	0.0537504
2.50	22.50	262.50	0.0598223
2.50	22.50	277.50	0.0598223
2.50	22.50	282.50	0.0537504
2.50	22.50	287.50	0.0491951
2.50	22.50	337.50	0.0457474
2.50	22.50	342.50	0.0491951
2.50	22.50	347.50	0.0537504
2.50	22.50	352.50	0.0598223
2.50	27.50	7.50	0.0532974
2.50	27.50	12.50	0.0460033
2.50	27.50	17.50	0.0402249
2.50	27.50	72.50	0.0402249
2.50	27.50	77.50	0.0460033
2.50	27.50	82.50	0.0532974
2.50	27.50	97.50	0.0532974
2.50	27.50	102.50	0.0460033
2.50	27.50	107.50	0.0402249
2.50	27.50	162.50	0.0402249
2.50	27.50	167.50	0.0460033
2.50	27.50	172.50	0.0532974
2.50	27.50	187.50	0.0532974
2.50	27.50	192.50	0.0460033
2.50	27.50	197.50	0.0402249
2.50	27.50	252.50	0.0402249
2.50	27.50	257.50	0.0460033
2.50	27.50	262.50	0.0532974
2.50	27.50	277.50	0.0532974
2.50	27.50	282.50	0.0460033
2.50	27.50	287.50	0.0402249
2.50	27.50	342.50	0.0402249
2.50	27.50	347.50	0.0460033
2.50	27.50	352.50	0.0532974
2.50	32.50	7.50	0.0529265
2.50	32.50	82.50	0.0529265
2.50	32.50	97.50	0.0529265
2.50	32.50	172.50	0.0529265
2.50	32.50	187.50	0.0529265
2.50	32.50	262.50	0.0529265
2.50	32.50	277.50	0.0529265
2.50	32.50	352.50	0.0529265
2.50	37.50	7.50	0.0602742
2.50	37.50	67.50	0.0213198
2.50	37.50	82.50	0.0602742
2.50	37.50	97.50	0.0602742
2.50	37.50	157.50	0.0213198
2.50	37.50	172.50	0.0602742
2.50	37.50	187.50	0.0602742
2.50	37.50	247.50	0.0213198
2.50	37.50	262.50	0.0602742
2.50	37.50	277.50	0.0602742
2.50	37.50	337.50	0.0213198
2.50	37.50	352.50	0.0602742
2.50	52.50	2.50	0.0680412
2.50	52.50	92.50	0.0680412
2.50	52.50	182.50	0.0680412
2.50	52.50	272.50	0.0680412
2.50	57.50	2.50	0.0602499
2.50	57.50	62.50	0.0601751
2.50	57.50	87.50	0.0602499
2.50	57.50	92.50	0.0602499
2.50	57.50	152.50	0.0601751
2.50	57.50	177.50	0.0602499
2.50	57.50	182.50	0.0602499
2.50	57.50	242.50	0.0601751
2.50	57.50	267.50	0.0602499
2.50	57.50	272.50	0.0602499
2.50	57.50	332.50	0.0601751
2.50	57.50	357.50	0.0602499
2.50	62.50	2.50	0.0578105
2.50	62.50	7.50	0.0432415
2.50	62.50	17.50	0.016814
2.50	62.50	52.50	0.0706966
2.50	62.50	62.50	0.0625115
2.50	62.50	72.50	0.016814
2.50	62.50	82.50	0.0432415
2.50	62.50	87.50	0.0578105
2.50	62.50	92.50	0.0578105
2.50	62.50	97.50	0.0432415
2.50	62.50	107.50	0.016814
2.50	62.50	142.50	0.0706966
2.50	62.50	152.50	0.0625115
2.50	62.50	162.50	0.016814
2.50	62.50	172.50	0.0432415
2.50	62.50	177.50	0.0578105
2.50	62.50	182.50	0.0578105
2.50	62.50	187.50	0.0432415
2.50	62.50	197.50	0.016814
2.50	62.50	232.50	0.0706966
2.50	62.50	242.50	0.0625115
2.50	62.50	252.50	0.016814
2.50	62.50	262.50	0.0432415
2.50	62.50	267.50	0.0578105
2.50	62.50	272.50	0.0578105
2.50	62.50	277.50	0.0432415
2.50	62.50	287.50	0.016814
2.50	62.50	322.50	0.0706966
2.50	62.50	332.50	0.0625115
2.50	62.50	342.50	0.016814
2.50	62.50	352.50	0.0432415
2.50	62.50	357.50	0.0578105
2.50	67.50	2.50	0.0616355
2.50	67.50	7.50	0.0465825
2.50	67.50	27.50	0.0653867
2.50	67.50	62.50	0.0653867
2.50	67.50	82.50	0.0465825
2.50	67.50	87.50	0.0616355
2.50	67.50	92.50	0.0616355
2.50	67.50	97.50	0.0465825
2.50	67.50	117.50	0.0653867
2.50	67.50	152.50	0.0653867
2.50	67.50	172.50	0.0465825
2.50	67.50	177.50	0.0616355
2.50	67.50	182.50	0.0616355
2.50	67.50	187.50	0.0465825
2.50	67.50	207.50	0.0653867
2.50	67.50	242.50	0.0653867
2.50	67.50	262.50	0.0465825
2.50	67.50	267.50	0.0616355
2.50	67.50	272.50	0.0616355
2.50	67.50	277.50	0.0465825
2.50	67.50	297.50	0.0653867
2.50	67.50	332.50	0.0653867
2.50	67.50	352.50	0.0465825
2.50	67.50	357.50	0.0616355
2.50	72.50	2.50	0.0721672
2.50	72.50	7.50	0.0566579
2.50	72.50	12.50	0.0468609
2.50	72.50	27.50	0.0205757
2.50	72.50	62.50	0.0205757
2.50	72.50	77.50	0.0468609
2.50	72.50	82.50	0.0566579
2.50	72.50	87.50	0.0721672
2.50	72.50	92.50	0.0721672
2.50	72.50	97.50	0.0566579
2.50	72.50	102.50	0.0468609
2.50	72.50	117.50	0.0205757
2.50	72.50	152.50	0.0205757
2.50	72.50	167.50	0.0468609
2.50	72.50	172.50	0.0566579
2.50	72.50	177.50	0.0721672
2.50	72.50	182.50	0.0721672
2.50	72.50	187.50	0.0566579
2.50	72.50	192.50	0.0468609
2.50	72.50	207.50	0.0205757
2.50	72.50	242.50	0.0205757
2.50	72.50	257.50	0.0468609
2.50	72.50	262.50	0.0566579
2.50	72.50	267.50	0.0721672
2.50	72.50	272.50	0.0721672
2.50	72.50	277.50	0.0566579
2.50	72.50	282.50	0.0468609
2.50	72.50	297.50	0.0205757
2.50	72.50	332.50	0.0205757
2.50	72.50	347.50	0.0468609
2.50	72.50	352.50	0.0566579
2.50	72.50	357.50	0.0721672
2.50	77.50	2.50	0.0893591
2.50	77.50	7.50	0.0734744
2.50	77.50	17.50	0.0472477
2.50	77.50	72.50	0.0472477
2.50	77.50	82.50	0.0734744
2.50	77.50	87.50	0.0893591
2.50	77.50	92.50	0.0893591
2.50	77.50	97.50	0.0734744
2.50	77.50	107.50	0.0472477
2.50	77.50	162.50	0.0472477
2.50	77.50	172.50	0.0734744
2.50	77.50	177.50	0.0893591
2.50	77.50	182.50	0.0893591
2.50	77.50	187.50	0.0734744
2.50	77.50	197.50	0.0472477
2.50	77.50	252.50	0.0472477
2.50	77.50	262.50	0.0734744
2.50	77.50	267.50	0.0893591
2.50	77.50	272.50	0.0893591
2.50	77.50	277.50	0.0734744
2.50	77.50	287.50	0.0472477
2.50	77.50	342.50	0.0472477
2.50	77.50	352.50	0.0734744
2.50	77.50	357.50	0.0893591
2.50	82.50	2.50	0.113453
2.50	82.50	12.50	0.0734236
2.50	82.50	17.50	0.0561379
2.50	82.50	22.50	0.045404
2.50	82.50	27.50	0.0409748
2.50	82.50	62.50	0.0409748
2.50	82.50	67.50	0.045404
2.50	82.50	72.50	0.0561379
2.50	82.50	77.50	0.0734236
2.50	82.50	87.50	0.113453
2.50	82.50	92.50	0.113453
2.50	82.50	102.50	0.0734236
2.50	82.50	107.50	0.0561379
2.50	82.50	112.50	0.045404
2.50	82.50	117.50	0.0409748
2.50	82.50	152.50	0.0409748
2.50	82.50	157.50	0.045404
2.50	82.50	162.50	0.0561379
2.50	82.50	167.50	0.0734236
2.50	82.50	177.50	0.113453
2.50	82.50	182.50	0.113453
2.50	82.50	192.50	0.0734236
2.50	82.50	197.50	0.0561379
2.50	82.50	202.50	0.045404
2.50	82.50	207.50	0.0409748
2.50	82.50	242.50	0.0409748
2.50	82.50	247.50	0.045404
2.50	82.50	252.50	0.0561379
2.50	82.50	257.50	0.0734236
2.50	82.50	267.50	0.113453
2.50	82.50	272.50	0.113453
2.50	82.50	282.50	0.0734236
2.50	82.50	287.50	0.0561379
2.50	82.50	292.50	0.045404
2.50	82.50	297.50	0.0409748
2.50	82.50	332.50	0.0409748
2.50	82.50	337.50	0.045404
2.50	82.50	342.50	0.0561379
2.50	82.50	347.50	0.0734236
2.50	82.50	357.50	0.113453
2.50	87.50	7.50	0.113453
2.50	87.50	12.50	0.0892389
2.50	87.50	17.50	0.0718925
2.50	87.50	22.50	0.0608119
2.50	87.50	27.50	0.0565941
2.50	87.50	32.50	0.058754
2.50	87.50	52.50	0.0649453
2.50	87.50	57.50	0.058754
2.50	87.50	62.50	0.0565941
2.50	87.50	67.50	0.0608119
2.50	87.50	72.50	0.0718925
2.50	87.50	77.50	0.0892389
2.50	87.50	82.50	0.113453
2.50	87.50	97.50	0.113453
2.50	87.50	102.50	0.0892389
2.50	87.50	107.50	0.0718925
2.50	87.50	112.50	0.0608119
2.50	87.50	117.50	0.0565941
2.50	87.50	122.50	0.058754
2.50	87.50	142.50	0.0649453
2.50	87.50	147.50	0.058754
2.50	87.50	152.50	0.0565941
2.50	87.50	157.50	0.0608119
2.50	87.50	162.50	0.0718925
2.50	87.50	167.50	0.0892389
2.50	87.50	172.50	0.113453
2.50	87.50	187.50	0.113453
2.50	87.50	192.50	0.0892389
2.50	87.50	197.50	0.0718925
2.50	87.50	202.50	0.0608119
2.50	87.50	207.50	0.0565941
2.50	87.50	212.50	0.058754
2.50	87.50	232.50	0.0649453
2.50	87.50	237.50	0.058754
2.50	87.50	242.50	0.0565941
2.50	87.50	247.50	0.0608119
2.50	87.50	252.50	0.0718925
2.50	87.50	257.50	0.0892389
2.50	87.50	262.50	0.113453
2.50	87.50	277.50	0.113453
2.50	87.50	282.50	0.0892389
2.50	87.50	287.50	0.0718925
2.50	87.50	292.50	0.0608119
2.50	87.50	297.50	0.0565941
2.50	87.50	302.50	0.058754
2.50	87.50	322.50	0.0649453
2.50	87.50	327.50	0.058754
2.50	87.50	332.50	0.0565941
2.50	87.50	337.50	0.0608119
2.50	87.50	342.50	0.0718925
2.50	87.50	347.50	0.0892389
2.50	87.50	352.50	0.113453
2.50	92.50	7.50	0.113453
2.50	92.50	12.50	0.0892389
2.50	92.50	17.50	0.0718925
2.50	92.50	22.50	0.0608119
2.50	92.50	27.50	0.0565941
2.50	92.50	32.50	0.058754
2.50	92.50	37.50	0.0649453
2.50	92.50	57.50	0.058754
2.50	92.50	62.50	0.0565941
2.50	92.50	67.50	0.0608119
2.50	92.50	72.50	0.0718925
2.50	92.50	77.50	0.0892389
2.50	92.50	82.50	0.113453
2.50	92.50	97.50	0.113453
2.50	92.50	102.50	0.0892389
2.50	92.50	107.50	0.0718925
2.50	92.50	112.50	0.0608119
2.50	92.50	117.50	0.0565941
2.50	92.50	122.50	0.058754
2.50	92.50	127.50	0.0649453
2.50	92.50	147.50	0.058754
2.50	92.50	152.50	0.0565941
2.50	92.50	157.50	0.0608119
2.50	92.50	162.50	0.0718925
2.50	92.50	167.50	0.0892389
2.50	92.50	172.50	0.113453
2.50	92.50	187.50	0.113453
2.50	92.50	192.50	0.0892389
2.50	92.50	197.50	0.0718925
2.50	92.50	202.50	0.0608119
2.50	92.50	207.50	0.0565941
2.50	92.50	212.50	0.058754
2.50	92.50	217.50	0.0649453
2.50	92.50	237.50	0.058754
2.50	92.50	242.50	0.0565941
2.50	92.50	247.50	0.0608119
2.50	92.50	252.50	0.0718925
2.50	92.50	257.50	0.0892389
2.50	92.50	262.50	0.113453
2.50	92.50	277.50	0.113453
2.50	92.50	282.50	0.0892389
2.50	92.50	287.50	0.0718925
2.50	92.50	292.50	0.0608119
2.50	92.50	297.50	0.0565941
2.50	92.50	302.50	0.058754
2.50	92.50	307.50	0.0649453
2.50	92.50	327.50	0.058754
2.50	92.50	332.50	0.0565941
2.50	92.50	337.50	0.0608119
2.50	92.50	342.50	0.0718925
2.50	92.50	347.50	0.0892389
2.50	92.50	352.50	0.113453
2.50	97.50	2.50	0.113453
2.50	97.50	12.50	0.0734236
2.50	97.50	17.50	0.0561379
2.50	97.50	22.50	0.045404
2.50	97.50	27.50	0.0409748
2.50	97.50	62.50	0.0409748
2.50	97.50	67.50	0.045404
2.50	97.50	72.50	0.0561379
2.50	97.50	77.50	0.0734236
2.50	97.50	87.50	0.113453
2.50	97.50	92.50	0.113453
2.50	97.50	102.50	0.0734236
2.50	97.50	107.50	0.0561379
2.50	97.50	112.50	0.045404
2.50	97.50	117.50	0.0409748
2.50	97.50	152.50	0.0409748
2.50	97.50	157.50	0.045404
2.50	97.50	162.50	0.0561379
2.50	97.50	167.50	0.0734236
2.50	97.50	177.50	0.113453
2.50	97.50	182.50	0.113453
2.50	97.50	192.50	0.0734236
2.50	97.50	197.50	0.0561379
2.50	97.50	202.50	0.045404
2.50	97.50	207.50	0.0409748
2.50	97.50	242.50	0.0409748
2.50	97.50	247.50	0.045404
2.50	97.50	252.50	0.0561379
2.50	97.50	257.50	0.0734236
2.50	97.50	267.50	0.113453
2.50	97.50	272.50	0.113453
2.50	97.50	282.50	0.0734236
2.50	97.50	287.50	0.0561379
2.50	97.50	292.50	0.045404
2.50	97.50	297.50	0.0409748
2.50	97.50	332.50	0.0409748
2.50	97.50	337.50	0.045404
2.50	97.50	342.50	0.0561379
2.50	97.50	347.50	0.0734236
2.50	97.50	357.50	0.113453
2.50	102.50	2.50	0.0893591
2.50	102.50	7.50	0.0734744
2.50	102.50	17.50	0.0472477
2.50	102.50	72.50	0.0472477
2.50	102.50	82.50	0.0734744
2.50	102.50	87.50	0.0893591
2.50	102.50	92.50	0.0893591
2.50	102.50	97.50	0.0734744
2.50	102.50	107.50	0.0472477
2.50	102.50	162.50	0.0472477
2.50	102.50	172.50	0.0734744
2.50	102.50	177.50	0.0893591
2.50	102.50	182.50	0.0893591
2.50	102.50	187.50	0.0734744
2.50	102.50	197.50	0.0472477
2.50	102.50	252.50	0.0472477
2.50	102.50	262.50	0.0734744
2.50	102.50	267.50	0.0893591
2.50	102.50	272.50	0.0893591
2.50	102.50	277.50	0.0734744
2.50	102.50	287.50	0.0472477
2.50	102.50	342.50	0.0472477
2.50	102.50	352.50	0.0734744
2.50	102.50	357.50	0.0893591
2.50	107.50	2.50	0.0721672
2.50	107.50	7.50	0.0566579
2.50	107.50	12.50	0.0468609
2.50	107.50	27.50	0.0205757
2.50	107.50	62.50	0.0205757
2.50	107.50	77.50	0.0468609
2.50	107.50	82.50	0.0566579
2.50	107.50	87.50	0.0721672
2.50	107.50	92.50	0.0721672
2.50	107.50	97.50	0.0566579
2.50	107.50	102.50	0.0468609
2.50	107.50	117.50	0.0205757
2.50	107.50	152.50	0.0205757
2.50	107.50	167.50	0.0468609
2.50	107.50	172.50	0.0566579
2.50	107.50	177.50	0.0721672
2.50	107.50	182.50	0.0721672
2.50	107.50	187.50	0.0566579
2.50	107.50	192.50	0.0468609
2.50	107.50	207.50	0.0205757
2.50	107.50	242.50	0.0205757
2.50	107.50	257.50	0.0468609
2.50	107.50	262.50	0.0566579
2.50	107.50	267.50	0.0721672
2.50	107.50	272.50	0.0721672
2.50	107.50	277.50	0.0566579
2.50	107.50	282.50	0.0468609
2.50	107.50	297.50	0.0205757
2.50	107.50	332.50	0.0205757
2.50	107.50	347.50	0.0468609
2.50	107.50	352.50	0.0566579
2.50	107.50	357.50	0.0721672
2.50	112.50	2.50	0.0616355
2.50	112.50	7.50	0.0465825
2.50	112.50	27.50	0.0653867
2.50	112.50	62.50	0.0653867
2.50	112.50	82.50	0.0465825
2.50	112.50	87.50	0.0616355
2.50	112.50	92.50	0.0616355
2.50	112.50	97.50	0.0465825
2.50	112.50	117.50	0.0653867
2.50	112.50	152.50	0.0653867
2.50	112.50	172.50	0.0465825
2.50	112.50	177.50	0.0616355
2.50	112.50	182.50	0.0616355
2.50	112.50	187.50	0.0465825
2.50	112.50	207.50	0.0653867
2.50	112.50	242.50	0.0653867
2.50	112.50	262.50	0.0465825
2.50	112.50	267.50	0.0616355
2.50	112.50	272.50	0.0616355
2.50	112.50	277.50	0.0465825
2.50	112.50	297.50	0.0653867
2.50	112.50	332.50	0.0653867
2.50	112.50	352.50	0.0465825
2.50	112.50	357.50	0.0616355
2.50	117.50	2.50	0.0578105
2.50	117.50	7.50	0.0432415
2.50	117.50	17.50	0.016814
2.50	117.50	27.50	0.0625115
2.50	117.50	37.50	0.0706966
2.50	117.50	72.50	0.016814
2.50	117.50	82.50	0.0432415
2.50	117.50	87.50	0.0578105
2.50	117.50	92.50	0.0578105
2.50	117.50	97.50	0.0432415
2.50	117.50	107.50	0.016814
2.50	117.50	117.50	0.0625115
2.50	117.50	127.50	0.0706966
2.50	117.50	162.50	0.016814
2.50	117.50	172.50	0.0432415
2.50	117.50	177.50	0.0578105
2.50	117.50	182.50	0.0578105
2.50	117.50	187.50	0.0432415
2.50	117.50	197.50	0.016814
2.50	117.50	207.50	0.0625115
2.50	117.50	217.50	0.0706966
2.50	117.50	252.50	0.016814
2.50	117.50	262.50	0.0432415
2.50	117.50	267.50	0.0578105
2.50	117.50	272.50	0.0578105
2.50	117.50	277.50	0.0432415
2.50	117.50	287.50	0.016814
2.50	117.50	297.50	0.0625115
2.50	117.50	307.50	0.0706966
2.50	117.50	342.50	0.016814
2.50	117.50	352.50	0.0432415
2.50	117.50	357.50	0.0578105
2.50	122.50	2.50	0.0602499
2.50	122.50	27.50	0.0601751
2.50	122.50	87.50	0.0602499
2.50	122.50	92.50	0.0602499
2.50	122.50	117.50	0.0601751
2.50	122.50	177.50	0.0602499
2.50	122.50	182.50	0.0602499
2.50	122.50	207.50	0.0601751
2.50	122.50	267.50	0.0602499
2.50	122.50	272.50	0.0602499
2.50	122.50	297.50	0.0601751
2.50	122.50	357.50	0.0602499
2.50	127.50	87.50	0.0680412
2.50	127.50	177.50	0.0680412
2.50	127.50	267.50	0.0680412
2.50	127.50	357.50	0.0680412
2.50	142.50	7.50	0.0602742
2.50	142.50	22.50	0.0213198
2.50	142.50	82.50	0.0602742
2.50	142.50	97.50	0.0602742
2.50	142.50	112.50	0.0213198
2.50	142.50	172.50	0.0602742
2.50	142.50	187.50	0.0602742
2.50	142.50	202.50	0.0213198
2.50	142.50	262.50	0.0602742
2.50	142.50	277.50	0.0602742
2.50	142.50	292.50	0.0213198
2.50	142.50	352.50	0.0602742
2.50	147.50	7.50	0.0529265
2.50	147.50	82.50	0.0529265
2.50	147.50	97.50	0.0529265
2.50	147.50	172.50	0.0529265
2.50	147.50	187.50	0.0529265
2.50	147.50	262.50	0.0529265
2.50	147.50	277.50	0.0529265
2.50	147.50	352.50	0.0529265
2.50	152.50	7.50	0.0532974
2.50	152.50	12.50	0.0460033
2.50	152.50	17.50	0.0402249
2.50	152.50	72.50	0.0402249
2.50	152.50	77.50	0.0460033
2.50	152.50	82.50	0.0532974
2.50	152.50	97.50	0.0532974
2.50	152.50	102.50	0.0460033
2.50	152.50	107.50	0.0402249
2.50	152.50	162.50	0.0402249
2.50	152.50	167.50	0.0460033
2.50	152.50	172.50	0.0532974
2.50	152.50	187.50	0.0532974
2.50	152.50	192.50	0.0460033
2.50	152.50	197.50	0.0402249
2.50	152.50	252.50	0.0402249
2.50	152.50	257.50	0.0460033
2.50	152.50	262.50	0.0532974
2.50	152.50	277.50	0.0532974
2.50	152.50	282.50	0.0460033
2.50	152.50	287.50	0.0402249
2.50	152.50	342.50	0.0402249
2.50	152.50	347.50	0.0460033
2.50	152.50	352.50	0.0532974
2.50	157.50	7.50	0.0598223
2.50	157.50	12.50	0.0537504
2.50	157.50	17.50	0.0491951
2.50	157.50	22.50	0.0457474
2.50	157.50	72.50	0.0491951
2.50	157.50	77.50	0.0537504
2.50	157.50	82.50	0.0598223
2.50	157.50	97.50	0.0598223
2.50	157.50	102.50	0.0537504
2.50	157.50	107.50	0.0491951
2.50	157.50	112.50	0.0457474
2.50	157.50	162.50	0.0491951
2.50	157.50	167.50	0.0537504
2.50	157.50	172.50	0.0598223
2.50	157.50	187.50	0.0598223
2.50	157.50	192.50	0.0537504
2.50	157.50	197.50	0.0491951
2.50	157.50	202.50	0.0457474
2.50	157.50	252.50	0.0491951
2.50	157.50	257.50	0.0537504
2.50	157.50	262.50	0.0598223
2.50	157.50	277.50	0.0598223
2.50	157.50	282.50	0.0537504
2.50	157.50	287.50	0.0491951
2.50	157.50	292.50	0.0457474
2.50	157.50	342.50	0.0491951
2.50	157.50	347.50	0.0537504
2.50	157.50	352.50	0.0598223
2.50	162.50	7.50	0.0729515
2.50	162.50	12.50	0.0682969
2.50	162.50	17.50	0.0646545
2.50	162.50	22.50	0.0621977
2.50	162.50	27.50	0.0606414
2.50	162.50	72.50	0.0646545
2.50	162.50	77.50	0.0682969
2.50	162.50	82.50	0.0729515
2.50	162.50	97.50	0.0729515
2.50	162.50	102.50	0.0682969
2.50	162.50	107.50	0.0646545
2.50	162.50	112.50	0.0621977
2.50	162.50	117.50	0.0606414
2.50	162.50	162.50	0.0646545
2.50	162.50	167.50	0.0682969
2.50	162.50	172.50	0.0729515
2.50	162.50	187.50	0.0729515
2.50	162.50	192.50	0.0682969
2.50	162.50	197.50	0.0646545
2.50	162.50	202.50	0.0621977
2.50	162.50	207.50	0.0606414
2.50	162.50	252.50	0.0646545
2.50	162.50	257.50	0.0682969
2.50	162.50	262.50	0.0729515
2.50	162.50	277.50	0.0729515
2.50	162.50	282.50	0.0682969
2.50	162.50	287.50	0.0646545
2.50	162.50	292.50	0.0621977
2.50	162.50	297.50	0.0606414
2.50	162.50	342.50	0.0646545
2.50	162.50	347.50	0.0682969
2.50	162.50	352.50	0.0729515
2.50	167.50	7.50	0.0932039
2.50	167.50	12.50	0.0898015
2.50	167.50	17.50	0.0872783
2.50	167.50	22.50	0.0851439
2.50	167.50	27.50	0.0844167
2.50	167.50	67.50	0.0851439
2.50	167.50	72.50	0.0872783
2.50	167.50	77.50	0.0898015
2.50	167.50	82.50	0.0932039
2.50	167.50	97.50	0.0932039
2.50	167.50	102.50	0.0898015
2.50	167.50	107.50	0.0872783
2.50	167.50	112.50	0.0851439
2.50	167.50	117.50	0.0844167
2.50	167.50	157.50	0.0851439
2.50	167.50	162.50	0.0872783
2.50	167.50	167.50	0.0898015
2.50	167.50	172.50	0.0932039
2.50	167.50	187.50	0.0932039
2.50	167.50	192.50	0.0898015
2.50	167.50	197.50	0.0872783
2.50	167.50	202.50	0.0851439
2.50	167.50	207.50	0.0844167
2.50	167.50	247.50	0.0851439
2.50	167.50	252.50	0.0872783
2.50	167.50	257.50	0.0898015
2.50	167.50	262.50	0.0932039
2.50	167.50	277.50	0.0932039
2.50	167.50	282.50	0.0898015
2.50	167.50	287.50	0.0872783
2.50	167.50	292.50	0.0851439
2.50	167.50	297.50	0.0844167
2.50	167.50	337.50	0.0851439
2.50	167.50	342.50	0.0872783
2.50	167.50	347.50	0.0898015
2.50	167.50	352.50	0.0932039
2.50	172.50	12.50	0.117736
2.50	172.50	77.50	0.117736
2.50	172.50	102.50	0.117736
2.50	172.50	167.50	0.117736
2.50	172.50	192.50	0.117736
2.50	172.50	257.50	0.117736
2.50	172.50	282.50	0.117736
2.50	172.50	347.50	0.117736
2.50	187.50	12.50	0.117736
2.50	187.50	77.50	0.117736
2.50	187.50	102.50	0.117736
2.50	187.50	167.50	0.117736
2.50	187.50	192.50	0.117736
2.50	187.50	257.50	0.117736
2.50	187.50	282.50	0.117736
2.50	187.50	347.50	0.117736
2.50	192.50	7.50	0.0932039
2.50	192.50	12.50	0.0898015
2.50	192.50	17.50	0.0872783
2.50	192.50	22.50	0.0851439
2.50	192.50	27.50	0.0844167
2.50	192.50	67.50	0.0851439
2.50	192.50	72.50	0.0872783
2.50	192.50	77.50	0.0898015
2.50	192.50	82.50	0.0932039
2.50	192.50	97.50	0.0932039
2.50	192.50	102.50	0.0898015
2.50	192.50	107.50	0.0872783
2.50	192.50	112.50	0.0851439
2.50	192.50	117.50	0.0844167
2.50	192.50	157.50	0.0851439
2.50	192.50	162.50	0.0872783
2.50	192.50	167.50	0.0898015
2.50	192.50	172.50	0.0932039
2.50	192.50	187.50	0.0932039
2.50	192.50	192.50	0.0898015
2.50	192.50	197.50	0.0872783
2.50	192.50	202.50	0.0851439
2.50	192.50	207.50	0.0844167
2.50	192.50	247.50	0.0851439
2.50	192.50	252.50	0.0872783
2.50	192.50	257.50	0.0898015
2.50	192.50	262.50	0.0932039
2.50	192.50	277.50	0.0932039
2.50	192.50	282.50	0.0898015
2.50	192.50	287.50	0.0872783
2.50	192.50	292.50	0.0851439
2.50	192.50	297.50	0.0844167
2.50	192.50	337.50	0.0851439
2.50	192.50	342.50	0.0872783
2.50	192.50	347.50	0.0898015
2.50	192.50	352.50	0.0932039
2.50	197.50	7.50	0.0729515
2.50	197.50	12.50	0.0682969
