  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  1.54338 |  1.54361 |  0.00007
 2500.250 |  1.54402 |  1.54348 |  0.00008
 2500.500 |  1.54317 |  1.54341 |  0.00008
 2500.750 |  1.54305 |  1.54226 |  0.00007
 2501.000 |  1.54236 |  1.54239 |  0.00008
 2501.250 |  1.54175 |  1.54176 |  0.00008
 2501.500 |  1.54230 |  1.54178 |  0.00008
 2501.750 |  1.54120 |  1.54163 |  0.00008
 2502.000 |  1.54203 |  1.54086 |  0.00008
 2502.250 |  1.54143 |  1.54109 |  0.00007
 2502.500 |  1.54138 |  1.53988 |  0.00007
 2502.750 |  1.54138 |  1.53997 |  0.00007
 2503.000 |  1.54104 |  1.53952 |  0.00007
 2503.250 |  1.54106 |  1.53950 |  0.00007
 2503.500 |  1.54027 |  1.53931 |  0.00007
 2503.750 |  1.54024 |  1.53828 |  0.00007
 2504.000 |  1.54026 |  1.53843 |  0.00006
 2504.250 |  1.53950 |  1.53817 |  0.00005
 2504.500 |  1.53981 |  1.53777 |  0.00006
 2504.750 |  1.53934 |  1.53774 |  0.00004
 2505.000 |  1.53960 |  1.53792 |  0.00004
 2505.250 |  1.53903 |  1.53704 |  0.00004
 2505.500 |  1.53956 |  1.53678 |  0.00005
 2505.750 |  1.53950 |  1.53686 |  0.00003
 2506.000 |  1.53890 |  1.53678 |  0.00003
 2506.250 |  1.53936 |  1.53663 |  0.00004
 2506.500 |  1.53916 |  1.53692 |  0.00003
 2506.750 |  1.53885 |  1.53640 |  0.00002
 2507.000 |  1.53906 |  1.53709 |  0.00002
 2507.250 |  1.53873 |  1.53664 |  0.00002
 2507.500 |  1.53859 |  1.53626 |  0.00002
 2507.750 |  1.53822 |  1.53630 |  0.00001
 2508.000 |  1.53774 |  1.53633 | -0.00000
 2508.250 |  1.53784 |  1.53623 | -0.00001
 2508.500 |  1.53814 |  1.53624 | -0.00001
 2508.750 |  1.53874 |  1.53618 | -0.00001
 2509.000 |  1.53857 |  1.53628 | -0.00002
 2509.250 |  1.53864 |  1.53653 | -0.00004
 2509.500 |  1.53839 |  1.53725 | -0.00004
 2509.750 |  1.53814 |  1.53679 | -0.00004
 2510.000 |  1.53872 |  1.53693 | -0.00007
 2510.250 |  1.53804 |  1.53727 | -0.00007
 2510.500 |  1.53875 |  1.53717 | -0.00007
 2510.750 |  1.53841 |  1.53826 | -0.00006
 2511.000 |  1.53872 |  1.53795 | -0.00007
 2511.250 |  1.53923 |  1.53834 | -0.00008
 2511.500 |  1.53917 |  1.53836 | -0.00008
 2511.750 |  1.53948 |  1.53859 | -0.00008
