  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  0.99242 | -0.05753 | -0.02846
 2500.500 |  0.99220 | -0.04879 | -0.02846
 2501.000 |  0.99210 | -0.05581 | -0.02846
 2501.500 |  0.99216 | -0.06345 | -0.03252
 2502.000 |  0.99207 | -0.05392 | -0.02846
 2502.500 |  0.99203 | -0.06212 | -0.02846
 2503.000 |  0.99193 | -0.06106 | -0.03252
 2503.500 |  0.99177 | -0.05403 | -0.02846
 2504.000 |  0.99177 | -0.05552 | -0.02846
 2504.500 |  0.99159 | -0.04445 | -0.02846
 2505.000 |  0.99170 | -0.05112 | -0.02846
 2505.500 |  0.99138 | -0.04129 | -0.03252
 2506.000 |  0.99150 | -0.03273 | -0.02846
 2506.500 |  0.99156 | -0.03993 | -0.02846
 2507.000 |  0.99144 | -0.03194 | -0.02846
 2507.500 |  0.99106 | -0.03642 | -0.02846
 2508.000 |  0.99156 | -0.02901 | -0.02846
 2508.500 |  0.99135 | -0.05513 | -0.02846
 2509.000 |  0.99114 | -0.04567 | -0.02846
 2509.500 |  0.99110 | -0.03155 | -0.03252
 2510.000 |  0.99103 | -0.03187 | -0.02846
 2510.500 |  0.99097 | -0.03216 | -0.02439
 2511.000 |  0.99073 | -0.01396 | -0.02846
 2511.500 |  0.99046 | -0.02734 | -0.02846
 2512.000 |  0.99031 | -0.03606 | -0.02846
 2512.500 |  0.99031 | -0.05659 | -0.02846
 2513.000 |  0.99062 | -0.03758 | -0.02846
 2513.500 |  0.99053 | -0.03763 | -0.02846
 2514.000 |  0.99072 | -0.02974 | -0.02846
 2514.500 |  0.99026 | -0.03102 | -0.03252
 2515.000 |  0.99013 | -0.07638 | -0.02846
 2515.500 |  0.99035 | -0.04467 | -0.02846
 2516.000 |  0.99010 | -0.02806 | -0.02846
 2516.500 |  0.98983 | -0.02458 | -0.02846
 2517.000 |  0.99012 | -0.01054 | -0.02846
 2517.500 |  0.98970 |  0.00355 | -0.02846
 2518.000 |  0.98964 |  0.00714 | -0.02846
 2518.500 |  0.98960 | -0.00569 | -0.02846
 2519.000 |  0.98977 |  0.00060 | -0.02846
 2519.500 |  0.98955 |  0.01418 | -0.03252
 2520.000 |  0.98953 |  0.00540 | -0.02846
 2520.500 |  0.98926 | -0.01321 | -0.02846
 2521.000 |  0.98898 |  0.02483 | -0.02846
 2521.500 |  0.98912 |  0.02472 | -0.03252
 2522.000 |  0.98896 |  0.02136 | -0.02846
 2522.500 |  0.98886 |  0.01869 | -0.02846
 2523.000 |  0.98882 |  0.02395 | -0.03252
 2523.500 |  0.98916 |  0.02794 | -0.02846
 2524.000 |  0.98887 |  0.02866 | -0.02846
 2524.500 |  0.98857 |  0.03996 | -0.03252
 2525.000 |  0.98881 |  0.03614 | -0.02846
 2525.500 |  0.98855 |  0.01524 | -0.02846
 2526.000 |  0.98852 |  0.02466 | -0.02846
 2526.500 |  0.98811 |  0.04333 | -0.02439
 2527.000 |  0.98831 |  0.03109 | -0.02846
 2527.500 |  0.98823 |  0.04061 | -0.02846
 2528.000 |  0.98793 |  0.01593 | -0.02846
 2528.500 |  0.98806 |  0.04790 | -0.02846
 2529.000 |  0.98804 |  0.02525 | -0.02846
 2529.500 |  0.98784 |  0.03687 | -0.02846
 2530.000 |  0.98774 |  0.03470 | -0.02846
 2530.500 |  0.98738 |  0.04178 | -0.02846
 2531.000 |  0.98758 |  0.02848 | -0.02846
 2531.500 |  0.98730 |  0.03891 | -0.02846
 2532.000 |  0.98732 |  0.04608 | -0.02846
 2532.500 |  0.98713 |  0.04604 | -0.02846
 2533.000 |  0.98693 |  0.03682 | -0.03252
 2533.500 |  0.98725 |  0.04408 | -0.02846
 2534.000 |  0.98695 |  0.03294 | -0.02846
 2534.500 |  0.98682 |  0.03763 | -0.03252
 2535.000 |  0.98656 |  0.04234 | -0.02846
 2535.500 |  0.98658 |  0.04116 | -0.03252
 2536.000 |  0.98661 |  0.04594 | -0.03252
 2536.500 |  0.98648 |  0.05338 | -0.02846
 2537.000 |  0.98631 |  0.04570 | -0.02846
 2537.500 |  0.98633 |  0.04793 | -0.03252
 2538.000 |  0.98587 |  0.04361 | -0.02439
 2538.500 |  0.98576 |  0.03865 | -0.02846
 2539.000 |  0.98561 |  0.04491 | -0.03252
 2539.500 |  0.98566 |  0.03935 | -0.02439
 2540.000 |  0.98553 |  0.04764 | -0.02846
 2540.500 |  0.98593 |  0.04806 | -0.02846
 2541.000 |  0.98574 |  0.03995 | -0.03252
 2541.500 |  0.98558 |  0.03186 | -0.03252
 2542.000 |  0.98541 |  0.02841 | -0.03252
 2542.500 |  0.98565 |  0.00984 | -0.03252
 2543.000 |  0.98533 | -0.00278 | -0.02846
 2543.500 |  0.98543 |  0.00504 | -0.03252
 2544.000 |  0.98521 |  0.01552 | -0.02846
 2544.500 |  0.98514 |  0.02470 | -0.02439
 2545.000 |  0.98518 |  0.01745 | -0.02846
 2545.500 |  0.98509 |  0.01747 | -0.02846
 2546.000 |  0.98473 |  0.01817 | -0.02846
 2546.500 |  0.98491 |  0.01626 | -0.02439
 2547.000 |  0.98454 |  0.01767 | -0.02439
 2547.500 |  0.98464 |  0.02437 | -0.02439
 2548.000 |  0.98448 |  0.02780 | -0.02439
 2548.500 |  0.98433 |  0.01808 | -0.02033
 2549.000 |  0.98454 |  0.01893 | -0.02439
 2549.500 |  0.98441 |  0.01913 | -0.02439
 2550.000 |  0.98437 |  0.01607 | -0.02439
 2550.500 |  0.98408 |  0.02883 | -0.02439
 2551.000 |  0.98436 |  0.02187 | -0.02439
 2551.500 |  0.98433 |  0.04916 | -0.02439
 2552.000 |  0.98407 |  0.02841 | -0.02846
 2552.500 |  0.98433 |  0.03006 | -0.03252
 2553.000 |  0.98427 |  0.03438 | -0.02846
 2553.500 |  0.98390 |  0.03871 | -0.03252
 2554.000 |  0.98386 |  0.04965 | -0.03252
 2554.500 |  0.98434 |  0.03888 | -0.02846
 2555.000 |  0.98428 |  0.03735 | -0.03252
 2555.500 |  0.98416 |  0.04769 | -0.02846
 2556.000 |  0.98436 |  0.05015 | -0.02846
 2556.500 |  0.98430 |  0.06185 | -0.02846
 2557.000 |  0.98443 |  0.05447 | -0.02846
 2557.500 |  0.98451 |  0.05436 | -0.02846
 2558.000 |  0.98440 |  0.03517 | -0.02846
 2558.500 |  0.98371 |  0.03838 | -0.02846
 2559.000 |  0.98410 |  0.05939 | -0.02846
 2559.500 |  0.98433 |  0.05804 | -0.02846
 2560.000 |  0.98429 |  0.05867 | -0.02846
 2560.500 |  0.98399 |  0.05867 | -0.02846
 2561.000 |  0.98380 |  0.05934 | -0.02846
 2561.500 |  0.98408 |  0.05542 | -0.02846
 2562.000 |  0.98393 |  0.05679 | -0.02846
 2562.500 |  0.98407 |  0.05356 | -0.02439
 2563.000 |  0.98395 |  0.04706 | -0.02846
 2563.500 |  0.98433 |  0.06033 | -0.02846
 2564.000 |  0.98404 |  0.07164 | -0.02846
 2564.500 |  0.98398 |  0.06913 | -0.02439
 2565.000 |  0.98427 |  0.05480 | -0.02846
 2565.500 |  0.98394 |  0.04377 | -0.03252
 2566.000 |  0.98346 |  0.06962 | -0.02846
 2566.500 |  0.98363 |  0.06323 | -0.02846
 2567.000 |  0.98353 |  0.07134 | -0.02846
 2567.500 |  0.98399 |  0.06367 | -0.02846
 2568.000 |  0.98404 |  0.06851 | -0.02846
 2568.500 |  0.98394 |  0.07601 | -0.02846
 2569.000 |  0.98396 |  0.07101 | -0.02846
 2569.500 |  0.98359 |  0.05351 | -0.02439
 2570.000 |  0.98390 |  0.05183 | -0.02846
 2570.500 |  0.98388 |  0.06728 | -0.02846
 2571.000 |  0.98399 |  0.07419 | -0.02846
 2571.500 |  0.98391 |  0.10415 | -0.02846
 2572.000 |  0.98383 |  0.09923 | -0.02846
 2572.500 |  0.98373 |  0.09630 | -0.02846
 2573.000 |  0.98395 |  0.08877 | -0.02439
 2573.500 |  0.98379 |  0.10825 | -0.02846
 2574.000 |  0.98375 |  0.06782 | -0.02846
 2574.500 |  0.98376 |  0.08008 | -0.02846
 2575.000 |  0.98356 |  0.08116 | -0.02846
 2575.500 |  0.98357 |  0.07303 | -0.02846
 2576.000 |  0.98338 |  0.08598 | -0.02439
 2576.500 |  0.98323 |  0.08643 | -0.02439
 2577.000 |  0.98356 |  0.08557 | -0.02846
 2577.500 |  0.98332 |  0.08210 | -0.02846
 2578.000 |  0.98335 |  0.07336 | -0.02439
 2578.500 |  0.98324 |  0.06003 | -0.02846
 2579.000 |  0.98323 |  0.05855 | -0.02846
 2579.500 |  0.98307 |  0.05182 | -0.02439
 2580.000 |  0.98308 |  0.06880 | -0.02846
 2580.500 |  0.98295 |  0.06867 | -0.02846
 2581.000 |  0.98289 |  0.06329 | -0.03252
 2581.500 |  0.98313 |  0.07503 | -0.02846
 2582.000 |  0.98323 |  0.08611 | -0.02846
 2582.500 |  0.98324 |  0.06627 | -0.02846
 2583.000 |  0.98271 |  0.06486 | -0.02439
 2583.500 |  0.98295 |  0.08190 | -0.02846
 2584.000 |  0.98303 |  0.06339 | -0.02846
 2584.500 |  0.98231 |  0.06530 | -0.02846
 2585.000 |  0.98255 |  0.04944 | -0.02846
 2585.500 |  0.98228 |  0.07967 | -0.02846
 2586.000 |  0.98230 |  0.05263 | -0.02846
 2586.500 |  0.98226 |  0.04535 | -0.02846
 2587.000 |  0.98222 |  0.04861 | -0.02846
 2587.500 |  0.98215 |  0.03805 | -0.02846
 2588.000 |  0.98210 |  0.04790 | -0.02846
 2588.500 |  0.98169 |  0.03932 | -0.03252
 2589.000 |  0.98159 |  0.01890 | -0.03252
 2589.500 |  0.98142 |  0.02219 | -0.03252
 2590.000 |  0.98124 |  0.02482 | -0.03252
 2590.500 |  0.98154 |  0.01363 | -0.03659
 2591.000 |  0.98068 |  0.01495 | -0.03252
 2591.500 |  0.98061 |  0.01825 | -0.04065
 2592.000 |  0.98049 | -0.01400 | -0.04065
 2592.500 |  0.97973 | -0.03176 | -0.03659
 2593.000 |  0.97935 | -0.04622 | -0.03659
 2593.500 |  0.97915 | -0.05015 | -0.04878
 2594.000 |  0.97854 | -0.10411 | -0.04878
 2594.500 |  0.97861 | -0.12449 | -0.04878
 2595.000 |  0.97823 | -0.10800 | -0.05691
 2595.500 |  0.97771 | -0.15603 | -0.05691
 2596.000 |  0.97753 | -0.17312 | -0.07317
 2596.500 |  0.97686 | -0.20336 | -0.08130
 2597.000 |  0.97644 | -0.25863 | -0.08943
 2597.500 |  0.97589 | -0.28164 | -0.09350
 2598.000 |  0.97510 | -0.30925 | -0.09350
 2598.500 |  0.97473 | -0.34081 | -0.09350
 2599.000 |  0.97434 | -0.36645 | -0.09350
 2599.500 |  0.97375 | -0.41183 | -0.08537
 2600.000 |  0.97330 | -0.42957 | -0.05691
 2600.500 |  0.97276 | -0.47956 | -0.03252
 2601.000 |  0.97287 | -0.48940 | -0.02439
 2601.500 |  0.97247 | -0.49001 |  0.01626
 2602.000 |  0.97301 | -0.48602 |  0.03659
 2602.500 |  0.97389 | -0.45636 |  0.05691
 2603.000 |  0.97487 | -0.40496 |  0.04878
 2603.500 |  0.97615 | -0.32263 |  0.04472
 2604.000 |  0.97697 | -0.23503 |  0.03659
 2604.500 |  0.97811 | -0.18364 |  0.02846
 2605.000 |  0.97863 | -0.09209 |  0.01626
 2605.500 |  0.97825 | -0.05256 |  0.01220
