  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  1.22606 | -0.06399 | -0.03252
 2500.250 |  1.22614 | -0.03214 | -0.02846
 2500.500 |  1.22610 | -0.05362 | -0.03252
 2500.750 |  1.22628 | -0.06588 | -0.02846
 2501.000 |  1.22665 | -0.02612 | -0.03252
 2501.250 |  1.22642 | -0.09303 | -0.03252
 2501.500 |  1.22722 | -0.07500 | -0.03659
 2501.750 |  1.22730 | -0.09054 | -0.03659
 2502.000 |  1.22854 | -0.03827 | -0.03252
 2502.250 |  1.22861 | -0.04657 | -0.02846
 2502.500 |  1.22938 | -0.07396 | -0.03252
 2502.750 |  1.23015 | -0.04276 | -0.02846
 2503.000 |  1.23082 | -0.05566 | -0.02846
 2503.250 |  1.23214 | -0.03564 | -0.03252
 2503.500 |  1.23249 | -0.07027 | -0.03252
 2503.750 |  1.23374 | -0.05157 | -0.02846
 2504.000 |  1.23441 | -0.05262 | -0.02846
 2504.250 |  1.23473 | -0.03786 | -0.03252
 2504.500 |  1.23466 | -0.02508 | -0.03252
 2504.750 |  1.23569 | -0.06168 | -0.02846
 2505.000 |  1.23486 | -0.04034 | -0.03252
 2505.250 |  1.23468 | -0.05586 | -0.03252
 2505.500 |  1.23352 | -0.04373 | -0.03252
 2505.750 |  1.23375 | -0.06189 | -0.03252
 2506.000 |  1.23340 | -0.06029 | -0.03252
 2506.250 |  1.23273 | -0.06067 | -0.03252
 2506.500 |  1.23261 | -0.08014 | -0.03252
 2506.750 |  1.23189 | -0.07393 | -0.03252
 2507.000 |  1.23215 | -0.05784 | -0.03252
 2507.250 |  1.23169 | -0.06875 | -0.03252
 2507.500 |  1.23161 | -0.03620 | -0.02846
 2507.750 |  1.23177 | -0.06027 | -0.03252
 2508.000 |  1.23088 | -0.06723 | -0.03252
 2508.250 |  1.23081 | -0.08669 | -0.02846
 2508.500 |  1.23026 | -0.07652 | -0.03252
 2508.750 |  1.23057 | -0.07820 | -0.03659
 2509.000 |  1.23044 | -0.05815 | -0.03252
 2509.250 |  1.23032 | -0.06510 | -0.03252
 2509.500 |  1.23003 | -0.09180 | -0.03252
 2509.750 |  1.22946 | -0.06121 | -0.02846
 2510.000 |  1.22913 | -0.09120 | -0.03252
 2510.250 |  1.22911 | -0.08036 | -0.03252
 2510.500 |  1.23001 | -0.06229 | -0.03252
 2510.750 |  1.22990 | -0.10017 | -0.03252
 2511.000 |  1.22985 | -0.08406 | -0.02846
 2511.250 |  1.22933 | -0.09166 | -0.03252
 2511.500 |  1.23047 | -0.08082 | -0.02846
 2511.750 |  1.22965 | -0.08644 | -0.02846
