  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  1.21260 |  0.24637 | -0.09756
 2500.250 |  1.21257 |  0.17358 | -0.09756
 2500.500 |  1.21233 |  0.14029 | -0.09756
 2500.750 |  1.21238 |  0.15639 | -0.09756
 2501.000 |  1.21249 |  0.09347 | -0.09756
 2501.250 |  1.21296 |  0.09772 | -0.09756
 2501.500 |  1.21206 |  0.09077 | -0.09756
 2501.750 |  1.21271 |  0.10423 | -0.09756
 2502.000 |  1.21251 |  0.06634 | -0.08943
 2502.250 |  1.21219 |  0.01989 | -0.08943
 2502.500 |  1.21316 |  0.04454 | -0.08943
 2502.750 |  1.21459 | -0.01771 | -0.09350
 2503.000 |  1.21467 |  0.00629 | -0.09756
 2503.250 |  1.21463 | -0.03686 | -0.09756
 2503.500 |  1.21455 | -0.00299 | -0.09756
 2503.750 |  1.21677 | -0.03100 | -0.09756
 2504.000 |  1.21579 | -0.06296 | -0.09756
 2504.250 |  1.21765 | -0.02974 | -0.09756
 2504.500 |  1.21728 | -0.10187 | -0.09756
 2504.750 |  1.21888 | -0.08379 | -0.09756
 2505.000 |  1.21867 | -0.06308 | -0.09756
 2505.250 |  1.21978 | -0.12466 | -0.09756
 2505.500 |  1.22165 | -0.10724 | -0.09756
 2505.750 |  1.22216 | -0.16949 | -0.09756
 2506.000 |  1.22346 | -0.11980 | -0.09756
 2506.250 |  1.22384 | -0.12674 | -0.09756
 2506.500 |  1.22385 | -0.12973 | -0.09756
 2506.750 |  1.22442 | -0.15312 | -0.09756
 2507.000 |  1.22483 | -0.17125 | -0.09756
 2507.250 |  1.22502 | -0.16765 | -0.09756
 2507.500 |  1.22557 | -0.19302 | -0.09756
 2507.750 |  1.22508 | -0.18021 | -0.09756
 2508.000 |  1.22523 | -0.23586 | -0.09350
 2508.250 |  1.22523 | -0.22699 | -0.09756
 2508.500 |  1.22557 | -0.27540 | -0.09756
 2508.750 |  1.22500 | -0.25666 | -0.09756
 2509.000 |  1.22466 | -0.27083 | -0.09350
 2509.250 |  1.22087 | -0.24484 | -0.09350
 2509.500 |  1.22190 | -0.23861 | -0.09756
 2509.750 |  1.22462 | -0.23895 | -0.09350
 2510.000 |  1.22376 | -0.27617 | -0.09350
 2510.250 |  1.22372 | -0.27322 | -0.09756
 2510.500 |  1.22403 | -0.26764 | -0.09350
 2510.750 |  1.22313 | -0.33448 | -0.09350
 2511.000 |  1.22334 | -0.27293 | -0.09350
 2511.250 |  1.22245 | -0.28249 | -0.09756
 2511.500 |  1.22295 | -0.24860 | -0.09350
 2511.750 |  1.22199 | -0.23182 | -0.09350
 2512.000 |  1.22187 | -0.24269 | -0.09350
 2512.250 |  1.22193 | -0.25818 | -0.09350
 2512.500 |  1.22160 | -0.27629 | -0.09350
 2512.750 |  1.22177 | -0.24634 | -0.09350
 2513.000 |  1.22114 | -0.25590 | -0.09350
 2513.250 |  1.22171 | -0.24307 | -0.09350
 2513.500 |  1.22139 | -0.18546 | -0.09350
 2513.750 |  1.22098 | -0.21345 | -0.09756
 2514.000 |  1.22105 | -0.16968 | -0.09756
 2514.250 |  1.22067 | -0.23651 | -0.09350
 2514.500 |  1.22086 | -0.19602 | -0.09756
 2514.750 |  1.22054 | -0.21347 | -0.09756
 2515.000 |  1.22124 | -0.16838 | -0.09350
 2515.250 |  1.22070 | -0.14106 | -0.09350
 2515.500 |  1.22106 | -0.15258 | -0.09756
 2515.750 |  1.22134 | -0.11012 | -0.09350
 2516.000 |  1.22080 | -0.16707 | -0.09350
 2516.250 |  1.22138 | -0.10748 | -0.09350
 2516.500 |  1.22010 | -0.12822 | -0.09350
 2516.750 |  1.22123 | -0.08378 | -0.09350
 2517.000 |  1.22187 | -0.00708 | -0.09350
 2517.250 |  1.22152 | -0.06271 | -0.09350
 2517.500 |  1.22041 | -0.00510 | -0.09350
 2517.750 |  1.21875 |  0.01170 | -0.09350
 2518.000 |  1.22074 |  0.04166 | -0.09756
 2518.250 |  1.22002 |  0.09400 | -0.09756
 2518.500 |  1.22009 |  0.09763 | -0.09350
 2518.750 |  1.21944 |  0.19146 | -0.09350
 2519.000 |  1.21943 |  0.15295 | -0.09350
 2519.250 |  1.21938 |  0.23361 | -0.09350
 2519.500 |  1.21908 |  0.24382 | -0.09350
 2519.750 |  1.21926 |  0.27379 | -0.09756
 2520.000 |  1.21847 |  0.31626 | -0.09756
 2520.250 |  1.21885 |  0.32911 | -0.09350
 2520.500 |  1.21872 |  0.36369 | -0.09756
 2520.750 |  1.21836 |  0.38576 | -0.09756
 2521.000 |  1.21883 |  0.38807 | -0.09350
 2521.250 |  1.21864 |  0.41343 | -0.09350
