% Moku:Go Lock-In Amplifier
% Input 1, DC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Internal demodulation: 1.000 000 000 kHz, 10.000 000 deg
% Lowpass filter corner frequency 9.0 Hz (time constant 17.7 ms), slope 12 dB / octave
% Output 1 - I signal, +0.0 dB gain, invert off, offset 0.000 0 V, output disabled
% Output 2 - Demodulation signal, amplitude 10.000 Vpp, offset 0.000 0 V, output enabled
% Acquired 2025-06-03 T 16:13:28 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-9.196087465600e+01, 1.308326e+00, 8.788783e-01
-9.186283534400e+01, 1.309316e+00, 9.018308e-01
-9.176479603200e+01, 1.310087e+00, 1.033928e+00
-9.166675672000e+01, 1.310519e+00, 9.533397e-01
-9.156871740800e+01, 1.311312e+00, 8.653884e-01
-9.147067809600e+01, 1.311916e+00, 9.953073e-01
-9.137263878400e+01, 1.312407e+00, 1.027521e+00
-9.127459947200e+01, 1.313549e+00, 8.655157e-01
-9.117656016000e+01, 1.314328e+00, 9.274870e-01
-9.107852084800e+01, 1.314981e+00, 1.033618e+00
-9.098048153600e+01, 1.315495e+00, 9.275382e-01
-9.088244222400e+01, 1.316565e+00, 8.656854e-01
-9.078440291200e+01, 1.317198e+00, 1.020921e+00
-9.068636360000e+01, 1.317664e+00, 1.001429e+00
-9.058832428800e+01, 1.318736e+00, 8.660645e-01
-9.049028497600e+01, 1.319527e+00, 9.529237e-01
-9.039224566400e+01, 1.320083e+00, 1.033689e+00
-9.029420635200e+01, 1.321495e+00, 9.018985e-01
-9.019616704000e+01, 1.322371e+00, 8.788925e-01
-9.009812772800e+01, 1.323056e+00, 1.033772e+00
-9.000008841600e+01, 1.323829e+00, 9.760675e-01
-8.990204910400e+01, 1.325014e+00, 8.653196e-01
-8.980400979200e+01, 1.326052e+00, 9.720783e-01
-8.970597048000e+01, 1.326239e+00, 1.040302e+00
-8.960793116800e+01, 1.329178e+00, 1.079093e+00
-8.950989185600e+01, 1.334381e+00, 1.730574e+00
-8.941185254400e+01, 1.335566e+00, 1.730756e+00
-8.931381323200e+01, 1.336024e+00, 1.730983e+00
-8.921577392000e+01, 1.336469e+00, 1.731520e+00
-8.911773460800e+01, 1.336470e+00, 1.731727e+00
-8.901969529600e+01, 1.337222e+00, 1.731750e+00
-8.892165598400e+01, 1.337644e+00, 1.731881e+00
-8.882361667200e+01, 1.338194e+00, 1.731873e+00
-8.872557736000e+01, 1.338654e+00, 1.732306e+00
-8.862753804800e+01, 1.339586e+00, 1.732256e+00
-8.852949873600e+01, 1.340629e+00, 1.732464e+00
-8.843145942400e+01, 1.341590e+00, 1.732306e+00
-8.833342011200e+01, 1.342442e+00, 1.732364e+00
-8.823538080000e+01, 1.343467e+00, 1.732596e+00
-8.813734148800e+01, 1.344466e+00, 1.732611e+00
-8.803930217600e+01, 1.345402e+00, 1.732812e+00
-8.794126286400e+01, 1.346483e+00, 1.242515e+00
-8.784322355200e+01, 1.341283e+00, 1.950916e+00
-8.774518424000e+01, 1.341884e+00, 1.956539e+00
-8.764714492800e+01, 1.342641e+00, 1.956320e+00
-8.754910561600e+01, 1.343152e+00, 1.955982e+00
-8.745106630400e+01, 1.344286e+00, 1.955470e+00
-8.735302699200e+01, 1.345045e+00, 1.955184e+00
-8.725498768000e+01, 1.345787e+00, 1.955070e+00
-8.715694836800e+01, 1.346740e+00, 1.954682e+00
-8.705890905600e+01, 1.347788e+00, 1.954661e+00
-8.696086974400e+01, 1.348605e+00, 1.954554e+00
-8.686283043200e+01, 1.349234e+00, 1.948255e+00
-8.676479112000e+01, 1.350044e+00, 1.954313e+00
-8.666675180800e+01, 1.350764e+00, 1.954408e+00
-8.656871249600e+01, 1.351439e+00, 1.954147e+00
-8.647067318400e+01, 1.352163e+00, 1.954268e+00
-8.637263387200e+01, 1.353103e+00, 1.954309e+00
-8.627459456000e+01, 1.353632e+00, 1.954000e+00
-8.617655524800e+01, 1.354400e+00, 1.953997e+00
-8.607851593600e+01, 1.354715e+00, 1.953622e+00
-8.598047662400e+01, 1.355806e+00, 1.953520e+00
-8.588243731200e+01, 1.355218e+00, 1.947537e+00
-8.578439800000e+01, 1.354212e+00, 1.953824e+00
-8.568635868800e+01, 1.354348e+00, 1.953731e+00
-8.558831937600e+01, 1.355014e+00, 1.953625e+00
-8.549028006400e+01, 1.355657e+00, 1.953515e+00
-8.539224075200e+01, 1.356492e+00, 1.953384e+00
-8.529420144000e+01, 1.356860e+00, 1.953654e+00
-8.519616212800e+01, 1.357511e+00, 1.953332e+00
-8.509812281600e+01, 1.358736e+00, 1.953368e+00
-8.500008350400e+01, 1.358844e+00, 1.953242e+00
-8.490204419200e+01, 1.357415e+00, 1.812873e+00
-8.480400488000e+01, 1.357673e+00, 8.642841e-01
-8.470596556800e+01, 1.357371e+00, 9.919475e-01
-8.460792625600e+01, 1.357443e+00, 1.027716e+00
-8.450988694400e+01, 1.357295e+00, 8.640723e-01
-8.441184763200e+01, 1.356962e+00, 9.243270e-01
-8.431380832000e+01, 1.355744e+00, 1.032742e+00
-8.421576900800e+01, 1.355258e+00, 9.288478e-01
-8.411772969600e+01, 1.355239e+00, 8.648464e-01
-8.401969038400e+01, 1.355014e+00, 1.017909e+00
-8.392165107200e+01, 1.353711e+00, 1.002425e+00
-8.382361176000e+01, 1.351935e+00, 8.642275e-01
-8.372557244800e+01, 1.349773e+00, 9.503596e-01
-8.362753313600e+01, 1.347408e+00, 1.032479e+00
-8.352949382400e+01, 1.345119e+00, 9.031918e-01
-8.343145451200e+01, 1.342964e+00, 8.760867e-01
-8.333341520000e+01, 1.341155e+00, 1.032634e+00
-8.323537588800e+01, 1.341063e+00, 9.769154e-01
-8.313733657600e+01, 1.343418e+00, 8.652724e-01
-8.303929726400e+01, 1.313588e+00, 9.697081e-01
-8.294125795200e+01, 1.196834e+00, 1.038479e+00
-8.284321864000e+01, 1.192068e+00, 8.777438e-01
-8.274517932800e+01, 1.193491e+00, 9.013677e-01
-8.264714001600e+01, 1.193595e+00, 1.033451e+00
-8.254910070400e+01, 1.195442e+00, 9.527520e-01
-8.245106139200e+01, 1.196883e+00, 8.650467e-01
-8.235302208000e+01, 1.196879e+00, 9.949645e-01
-8.225498276800e+01, 1.197324e+00, 1.026287e+00
-8.215694345600e+01, 1.198120e+00, 8.649633e-01
-8.205890414400e+01, 1.198573e+00, 9.277726e-01
-8.196086483200e+01, 1.197997e+00, 1.032695e+00
-8.186282552000e+01, 1.197289e+00, 9.266068e-01
-8.176478620800e+01, 1.196931e+00, 8.647020e-01
-8.166674689600e+01, 1.196472e+00, 1.020460e+00
-8.156870758400e+01, 1.196359e+00, 1.000748e+00
-8.147066827200e+01, 1.196560e+00, 8.653564e-01
-8.137262896000e+01, 1.196822e+00, 9.519412e-01
-8.127458964800e+01, 1.196100e+00, 1.032909e+00
-8.117655033600e+01, 1.196235e+00, 9.015451e-01
-8.107851102400e+01, 1.195879e+00, 8.779733e-01
-8.098047171200e+01, 1.195255e+00, 1.033199e+00
-8.088243240000e+01, 1.195411e+00, 9.757431e-01
-8.078439308800e+01, 1.194427e+00, 8.646494e-01
-8.068635377600e+01, 1.193779e+00, 9.717433e-01
-8.058831446400e+01, 1.192913e+00, 1.039738e+00
-8.049027515200e+01, 1.191878e+00, 8.756459e-01
-8.039223584000e+01, 1.191612e+00, 9.041217e-01
-8.029419652800e+01, 1.190272e+00, 1.032861e+00
-8.019615721600e+01, 1.189882e+00, 9.503161e-01
-8.009811790400e+01, 1.189434e+00, 8.648844e-01
-8.000007859200e+01, 1.189463e+00, 9.970196e-01
-7.990203928000e+01, 1.189211e+00, 1.024515e+00
-7.980399996800e+01, 1.188702e+00, 8.657873e-01
-7.970596065600e+01, 1.188919e+00, 9.290602e-01
-7.960792134400e+01, 1.188794e+00, 1.032868e+00
-7.950988203200e+01, 1.188498e+00, 9.246428e-01
-7.941184272000e+01, 1.188408e+00, 8.648415e-01
-7.931380340800e+01, 1.188179e+00, 1.022978e+00
-7.921576409600e+01, 1.187667e+00, 9.996229e-01
-7.911772478400e+01, 1.187838e+00, 8.654195e-01
-7.901968547200e+01, 1.187037e+00, 9.552646e-01
-7.892164616000e+01, 1.186714e+00, 1.033870e+00
-7.882360684800e+01, 1.186628e+00, 8.992652e-01
-7.872556753600e+01, 1.186229e+00, 8.806713e-01
-7.862752822400e+01, 1.186415e+00, 1.033260e+00
-7.852948891200e+01, 1.185860e+00, 9.741516e-01
-7.843144960000e+01, 1.185461e+00, 8.650803e-01
-7.833341028800e+01, 1.185138e+00, 9.740894e-01
-7.823537097600e+01, 1.184643e+00, 1.039938e+00
-7.813733166400e+01, 1.184594e+00, 8.745256e-01
-7.803929235200e+01, 1.184019e+00, 9.050895e-01
-7.794125304000e+01, 1.184222e+00, 1.033408e+00
-7.784321372800e+01, 1.183798e+00, 9.490832e-01
-7.774517441600e+01, 1.183683e+00, 8.656327e-01
-7.764713510400e+01, 1.183490e+00, 9.995068e-01
-7.754909579200e+01, 1.182844e+00, 1.023083e+00
-7.745105648000e+01, 1.182875e+00, 8.650703e-01
-7.735301716800e+01, 1.182911e+00, 9.311441e-01
-7.725497785600e+01, 1.182547e+00, 1.033127e+00
-7.715693854400e+01, 1.182714e+00, 9.221835e-01
-7.705889923200e+01, 1.182228e+00, 8.658057e-01
-7.696085992000e+01, 1.182372e+00, 1.025199e+00
-7.686282060800e+01, 1.182607e+00, 9.964894e-01
-7.676478129600e+01, 1.182769e+00, 8.651406e-01
-7.666674198400e+01, 1.182601e+00, 9.585717e-01
-7.656870267200e+01, 1.182697e+00, 1.033459e+00
-7.647066336000e+01, 1.182890e+00, 8.962424e-01
-7.637262404800e+01, 1.183065e+00, 8.839110e-01
-7.627458473600e+01, 1.183192e+00, 1.033170e+00
-7.617654542400e+01, 1.183416e+00, 9.694407e-01
-7.607850611200e+01, 1.183183e+00, 8.654839e-01
-7.598046680000e+01, 1.183290e+00, 9.791160e-01
-7.588242748800e+01, 1.183514e+00, 1.039246e+00
-7.578438817600e+01, 1.183119e+00, 8.692354e-01
-7.568634886400e+01, 1.183157e+00, 9.103740e-01
-7.558830955200e+01, 1.182477e+00, 1.032718e+00
-7.549027024000e+01, 1.182172e+00, 9.430588e-01
-7.539223092800e+01, 1.182044e+00, 8.655952e-01
-7.529419161600e+01, 1.181669e+00, 1.003813e+00
-7.519615230400e+01, 1.181365e+00, 1.017612e+00
-7.509811299200e+01, 1.180985e+00, 8.651248e-01
-7.500007368000e+01, 1.180667e+00, 9.368774e-01
-7.490203436800e+01, 1.180463e+00, 1.032939e+00
-7.480399505600e+01, 1.180515e+00, 9.171785e-01
-7.470595574400e+01, 1.180147e+00, 8.648867e-01
-7.460791643200e+01, 1.180232e+00, 1.030705e+00
-7.450987712000e+01, 1.179872e+00, 9.908975e-01
-7.441183780800e+01, 1.180344e+00, 8.652020e-01
-7.431379849600e+01, 1.180233e+00, 9.635670e-01
-7.421575918400e+01, 1.180475e+00, 1.032845e+00
-7.411771987200e+01, 1.180615e+00, 8.908740e-01
-7.401968056000e+01, 1.181032e+00, 8.882117e-01
-7.392164124800e+01, 1.181453e+00, 1.032814e+00
-7.382360193600e+01, 1.181594e+00, 9.650808e-01
-7.372556262400e+01, 1.181749e+00, 8.656347e-01
-7.362752331200e+01, 1.181601e+00, 9.825927e-01
-7.352948400000e+01, 1.181812e+00, 1.039922e+00
-7.343144468800e+01, 1.182049e+00, 8.656632e-01
-7.333340537600e+01, 1.182469e+00, 9.150899e-01
-7.323536606400e+01, 1.182319e+00, 1.033329e+00
-7.313732675200e+01, 1.182493e+00, 9.391380e-01
-7.303928744000e+01, 1.182228e+00, 8.650834e-01
-7.294124812800e+01, 1.181977e+00, 1.009485e+00
-7.284320881600e+01, 1.181698e+00, 1.012681e+00
-7.274516950400e+01, 1.181244e+00, 8.649620e-01
-7.264713019200e+01, 1.181133e+00, 9.420184e-01
-7.254909088000e+01, 1.180737e+00, 1.032609e+00
-7.245105156800e+01, 1.180440e+00, 9.121944e-01
-7.235301225600e+01, 1.180287e+00, 8.668872e-01
-7.225497294400e+01, 1.180037e+00, 1.033350e+00
-7.215693363200e+01, 1.180023e+00, 9.862303e-01
-7.205889432000e+01, 1.179890e+00, 8.656518e-01
-7.196085500800e+01, 1.180077e+00, 9.670360e-01
-7.186281569600e+01, 1.180222e+00, 1.033369e+00
-7.176477638400e+01, 1.180525e+00, 8.859192e-01
-7.166673707200e+01, 1.180652e+00, 8.937506e-01
-7.156869776000e+01, 1.181043e+00, 1.033154e+00
-7.147065844800e+01, 1.180670e+00, 9.599600e-01
-7.137261913600e+01, 1.181652e+00, 8.651400e-01
-7.127457982400e+01, 1.181453e+00, 9.882272e-01
-7.117654051200e+01, 1.182322e+00, 1.034177e+00
-7.107850120000e+01, 1.182453e+00, 8.650213e-01
-7.098046188800e+01, 1.182990e+00, 9.202747e-01
-7.088242257600e+01, 1.183353e+00, 1.032711e+00
-7.078438326400e+01, 1.183259e+00, 9.339918e-01
-7.068634395200e+01, 1.183727e+00, 8.648490e-01
-7.058830464000e+01, 1.183550e+00, 1.013533e+00
-7.049026532800e+01, 1.183545e+00, 1.008185e+00
-7.039222601600e+01, 1.183522e+00, 8.652593e-01
-7.029418670400e+01, 1.183197e+00, 9.457032e-01
-7.019614739200e+01, 1.182891e+00, 1.033342e+00
-7.009810808000e+01, 1.183191e+00, 9.076152e-01
-7.000006876800e+01, 1.182607e+00, 8.727000e-01
-6.990202945600e+01, 1.182646e+00, 1.033119e+00
-6.980399014400e+01, 1.182553e+00, 9.811426e-01
-6.970595083200e+01, 1.182127e+00, 8.647698e-01
-6.960791152000e+01, 1.181976e+00, 9.699564e-01
-6.950987220800e+01, 1.181416e+00, 1.036977e+00
-6.941183289600e+01, 1.181453e+00, 8.800242e-01
-6.931379358400e+01, 1.181156e+00, 8.991965e-01
-6.921575427200e+01, 1.180934e+00, 1.032751e+00
-6.911771496000e+01, 1.181063e+00, 9.545282e-01
-6.901967564800e+01, 1.180767e+00, 8.646572e-01
-6.892163633600e+01, 1.179815e+00, 9.928960e-01
-6.882359702400e+01, 1.180082e+00, 1.028448e+00
-6.872555771200e+01, 1.179410e+00, 8.654161e-01
-6.862751840000e+01, 1.179068e+00, 9.249848e-01
-6.852947908800e+01, 1.178390e+00, 1.033311e+00
-6.843143977600e+01, 1.177855e+00, 9.284631e-01
-6.833340046400e+01, 1.177133e+00, 8.650974e-01
-6.823536115200e+01, 1.175936e+00, 1.020109e+00
-6.813732184000e+01, 1.176099e+00, 1.003064e+00
-6.803928252800e+01, 1.175630e+00, 8.653252e-01
-6.794124321600e+01, 1.175821e+00, 9.521396e-01
-6.784320390400e+01, 1.175836e+00, 1.033140e+00
-6.774516459200e+01, 1.176179e+00, 9.019879e-01
-6.764712528000e+01, 1.176418e+00, 8.779337e-01
-6.754908596800e+01, 1.177137e+00, 1.033311e+00
-6.745104665600e+01, 1.178056e+00, 9.763886e-01
-6.735300734400e+01, 1.178797e+00, 8.650164e-01
-6.725496803200e+01, 1.179549e+00, 9.713369e-01
-6.715692872000e+01, 1.180084e+00, 1.039541e+00
-6.705888940800e+01, 1.181471e+00, 8.765693e-01
-6.696085009600e+01, 1.181779e+00, 9.034828e-01
-6.686281078400e+01, 1.182585e+00, 1.032998e+00
-6.676477147200e+01, 1.182577e+00, 9.501117e-01
-6.666673216000e+01, 1.182845e+00, 8.648105e-01
-6.656869284800e+01, 1.183062e+00, 9.979138e-01
-6.647065353600e+01, 1.182893e+00, 1.024397e+00
-6.637261422400e+01, 1.183285e+00, 8.653318e-01
-6.627457491200e+01, 1.181680e+00, 9.297076e-01
-6.617653560000e+01, 1.181162e+00, 1.033037e+00
-6.607849628800e+01, 1.181516e+00, 9.235877e-01
-6.598045697600e+01, 1.181432e+00, 8.656862e-01
-6.588241766400e+01, 1.181552e+00, 1.023136e+00
-6.578437835200e+01, 1.181536e+00, 9.987368e-01
-6.568633904000e+01, 1.181891e+00, 8.649556e-01
-6.558829972800e+01, 1.181719e+00, 9.558149e-01
-6.549026041600e+01, 1.182011e+00, 1.033427e+00
-6.539222110400e+01, 1.182407e+00, 8.984398e-01
-6.529418179200e+01, 1.182246e+00, 8.814765e-01
-6.519614248000e+01, 1.182502e+00, 1.033190e+00
-6.509810316800e+01, 1.182220e+00, 9.718741e-01
-6.500006385600e+01, 1.182172e+00, 8.650996e-01
-6.490202454400e+01, 1.182947e+00, 9.761461e-01
-6.480398523200e+01, 1.183079e+00, 1.039930e+00
-6.470594592000e+01, 1.183505e+00, 8.719547e-01
-6.460790660800e+01, 1.183525e+00, 9.081301e-01
-6.450986729600e+01, 1.183473e+00, 1.033595e+00
-6.441182798400e+01, 1.184271e+00, 9.456157e-01
-6.431378867200e+01, 1.184245e+00, 8.657644e-01
-6.421574936000e+01, 1.184491e+00, 1.001612e+00
-6.411771004800e+01, 1.184579e+00, 1.020773e+00
-6.401967073600e+01, 1.184946e+00, 8.652950e-01
-6.392163142400e+01, 1.185498e+00, 9.346933e-01
-6.382359211200e+01, 1.185932e+00, 1.033905e+00
-6.372555280000e+01, 1.186397e+00, 9.202901e-01
-6.362751348800e+01, 1.186712e+00, 8.651267e-01
-6.352947417600e+01, 1.187225e+00, 1.027953e+00
-6.343143486400e+01, 1.187401e+00, 9.938611e-01
-6.333339555200e+01, 1.187715e+00, 8.650203e-01
-6.323535624000e+01, 1.187776e+00, 9.610010e-01
-6.313731692800e+01, 1.187898e+00, 1.032822e+00
-6.303927761600e+01, 1.187998e+00, 8.938863e-01
-6.294123830400e+01, 1.187935e+00, 8.857116e-01
-6.284319899200e+01, 1.187945e+00, 1.033672e+00
-6.274515968000e+01, 1.188069e+00, 9.683376e-01
-6.264712036800e+01, 1.188002e+00, 8.658093e-01
-6.254908105600e+01, 1.188121e+00, 9.788962e-01
-6.245104174400e+01, 1.188169e+00, 1.039794e+00
-6.235300243200e+01, 1.187560e+00, 8.685270e-01
-6.225496312000e+01, 1.188019e+00, 9.122916e-01
-6.215692380800e+01, 1.187388e+00, 1.033009e+00
-6.205888449600e+01, 1.186923e+00, 9.422992e-01
-6.196084518400e+01, 1.187010e+00, 8.648494e-01
