% Moku:Go Lock-In Amplifier
% Input 1, DC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Internal demodulation: 1.000 000 000 kHz, 10.000 000 deg
% Lowpass filter corner frequency 9.0 Hz (time constant 17.7 ms), slope 12 dB / octave
% Output 1 - I signal, +0.0 dB gain, invert off, offset 0.000 0 V, output disabled
% Output 2 - Demodulation signal, amplitude 10.000 Vpp, offset 0.000 0 V, output enabled
% Acquired 2025-06-03 T 13:51:30 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-1.000000982400e+02, 1.021781e+00, -7.964982e-05
-9.990205892800e+01, 1.021266e+00, -8.158876e-05
-9.980401961600e+01, 1.021466e+00, -8.628305e-05
-9.970598030400e+01, 1.021622e+00, -7.776190e-05
-9.960794099200e+01, 1.021215e+00, -7.913957e-05
-9.950990168000e+01, 1.021374e+00, -7.199609e-05
-9.941186236800e+01, 1.021721e+00, -7.526168e-05
-9.931382305600e+01, 1.021750e+00, -7.975186e-05
-9.921578374400e+01, 1.021608e+00, -6.939382e-05
-9.911774443200e+01, 1.021582e+00, -6.735282e-05
-9.901970512000e+01, 1.021538e+00, -7.291453e-05
-9.892166580800e+01, 1.021547e+00, -7.592500e-05
-9.882362649600e+01, 1.021476e+00, -7.913957e-05
-9.872558718400e+01, 1.021664e+00, -7.903752e-05
-9.862754787200e+01, 1.021745e+00, -8.046621e-05
-9.852950856000e+01, 1.021311e+00, -7.566988e-05
-9.843146924800e+01, 1.021126e+00, -8.072134e-05
-9.833342993600e+01, 1.021198e+00, -8.118056e-05
-9.823539062400e+01, 1.021276e+00, -8.260926e-05
-9.813735131200e+01, 1.020951e+00, -7.801702e-05
-9.803931200000e+01, 1.020721e+00, -7.760882e-05
-9.794127268800e+01, 1.020724e+00, -7.847624e-05
-9.784323337600e+01, 1.020609e+00, -7.485348e-05
-9.774519406400e+01, 1.020568e+00, -7.883342e-05
-9.764715475200e+01, 1.020894e+00, -7.689447e-05
-9.754911544000e+01, 1.020936e+00, -7.281248e-05
-9.745107612800e+01, 1.020533e+00, -8.072134e-05
-9.735303681600e+01, 1.020621e+00, -7.944572e-05
-9.725499750400e+01, 1.020716e+00, -8.648715e-05
-9.715695819200e+01, 1.020560e+00, -7.602705e-05
-9.705891888000e+01, 1.020240e+00, -7.225121e-05
-9.696087956800e+01, 1.020414e+00, -7.102661e-05
-9.686284025600e+01, 1.020341e+00, -7.398606e-05
-9.676480094400e+01, 1.020475e+00, -7.163891e-05
-9.666676163200e+01, 1.020367e+00, -7.112866e-05
-9.656872232000e+01, 1.020162e+00, -7.454733e-05
-9.647068300800e+01, 1.019906e+00, -7.500655e-05
-9.637264369600e+01, 1.019790e+00, -7.674140e-05
-9.627460438400e+01, 1.019852e+00, -8.133364e-05
-9.617656507200e+01, 1.019795e+00, -7.801702e-05
-9.607852576000e+01, 1.019691e+00, -7.602705e-05
-9.598048644800e+01, 1.019911e+00, -8.296643e-05
-9.588244713600e+01, 1.019776e+00, -7.669037e-05
-9.578440782400e+01, 1.019920e+00, -6.862844e-05
-9.568636851200e+01, 1.019719e+00, -8.133364e-05
-9.558832920000e+01, 1.019702e+00, -7.031226e-05
-9.549028988800e+01, 1.019700e+00, -6.847537e-05
-9.539225057600e+01, 1.019473e+00, -7.903752e-05
-9.529421126400e+01, 1.019696e+00, -7.515963e-05
-9.519617195200e+01, 1.019211e+00, -7.837419e-05
-9.509813264000e+01, 1.018941e+00, -7.546578e-05
-9.500009332800e+01, 1.018800e+00, -7.776190e-05
-9.490205401600e+01, 1.018545e+00, -7.367991e-05
-9.480401470400e+01, 1.018721e+00, -7.291453e-05
-9.470597539200e+01, 1.018507e+00, -8.036416e-05
-9.460793608000e+01, 1.018533e+00, -7.271043e-05
-9.450989676800e+01, 1.018311e+00, -6.592413e-05
-9.441185745600e+01, 1.018095e+00, -8.245618e-05
-9.431381814400e+01, 1.018028e+00, -8.031314e-05
-9.421577883200e+01, 1.017803e+00, -6.500568e-05
-9.411773952000e+01, 1.017953e+00, -7.643525e-05
-9.401970020800e+01, 1.017803e+00, -7.464938e-05
-9.392166089600e+01, 1.017798e+00, -6.867947e-05
-9.382362158400e+01, 1.017685e+00, -7.286351e-05
-9.372558227200e+01, 1.017622e+00, -7.990494e-05
-9.362754296000e+01, 1.017457e+00, -7.653730e-05
-9.352950364800e+01, 1.017241e+00, -7.750677e-05
-9.343146433600e+01, 1.017547e+00, -6.913869e-05
-9.333342502400e+01, 1.017140e+00, -7.194506e-05
-9.323538571200e+01, 1.017070e+00, -6.311776e-05
-9.313734640000e+01, 1.016777e+00, -7.990494e-05
-9.303930708800e+01, 1.016695e+00, -7.633320e-05
-9.294126777600e+01, 1.016730e+00, -7.367991e-05
-9.284322846400e+01, 1.016701e+00, -8.097646e-05
-9.274518915200e+01, 1.016213e+00, -7.760882e-05
-9.264714984000e+01, 1.016113e+00, -7.378196e-05
-9.254911052800e+01, 1.015955e+00, -7.566988e-05
-9.245107121600e+01, 1.015661e+00, -7.995596e-05
-9.235303190400e+01, 1.015953e+00, -7.056739e-05
-9.225499259200e+01, 1.016037e+00, -7.148584e-05
-9.215695328000e+01, 1.015661e+00, -7.230223e-05
-9.205891396800e+01, 1.015442e+00, -6.924074e-05
-9.196087465600e+01, 1.015339e+00, -6.536285e-05
-9.186283534400e+01, 1.015107e+00, -6.352596e-05
-9.176479603200e+01, 1.014822e+00, -6.153599e-05
-9.166675672000e+01, 1.014461e+00, -6.531183e-05
-9.156871740800e+01, 1.014430e+00, -4.173834e-05
-9.147067809600e+01, 1.013995e+00, -5.990319e-05
-9.137263878400e+01, 1.013689e+00, -4.689185e-05
-9.127459947200e+01, 1.013279e+00, -4.454471e-05
-9.117656016000e+01, 1.012846e+00, -5.291279e-05
-9.107852084800e+01, 1.012247e+00, -4.633058e-05
-9.098048153600e+01, 1.012117e+00, -3.678893e-05
-9.088244222400e+01, 1.011733e+00, -3.648278e-05
-9.078440291200e+01, 1.011209e+00, -3.214567e-05
-9.068636360000e+01, 1.010728e+00, 2.209377e-05
-9.058832428800e+01, 1.010112e+00, 2.801265e-05
-9.049028497600e+01, 1.009595e+00, 3.719713e-05
-9.039224566400e+01, 1.009160e+00, 3.796250e-05
-9.029420635200e+01, 1.008489e+00, 3.194157e-05
-9.019616704000e+01, 1.008045e+00, 6.531183e-06
-9.009812772800e+01, 1.007187e+00, -1.000087e-05
-9.000008841600e+01, 1.006769e+00, -5.250459e-05
-8.990204910400e+01, 1.006269e+00, -7.832317e-05
-8.980400979200e+01, 1.006015e+00, -1.009272e-04
-8.970597048000e+01, 1.006201e+00, -1.405735e-04
-8.960793116800e+01, 1.006638e+00, -2.030790e-04
-8.950989185600e+01, 1.007325e+00, -2.052220e-04
-8.941185254400e+01, 1.008211e+00, -1.992521e-04
-8.931381323200e+01, 1.009574e+00, -1.882818e-04
-8.921577392000e+01, 1.010553e+00, -1.741479e-04
-8.911773460800e+01, 1.011498e+00, -1.130711e-04
-8.901969529600e+01, 1.011968e+00, -1.042948e-04
-8.892165598400e+01, 1.012437e+00, -1.038356e-04
-8.882361667200e+01, 1.011898e+00, -1.183267e-04
-8.872557736000e+01, 1.011012e+00, -1.295521e-04
-8.862753804800e+01, 1.009722e+00, -1.878225e-04
-8.852949873600e+01, 1.008713e+00, -2.019564e-04
-8.843145942400e+01, 1.007685e+00, -2.056812e-04
-8.833342011200e+01, 1.007304e+00, -2.055792e-04
-8.823538080000e+01, 1.006948e+00, -1.984867e-04
-8.813734148800e+01, 1.006758e+00, -1.502172e-04
-8.803930217600e+01, 1.006642e+00, -1.008251e-04
-8.794126286400e+01, 1.006723e+00, -8.607895e-05
-8.784322355200e+01, 1.007517e+00, -6.857742e-05
-8.774518424000e+01, 1.008207e+00, -5.740297e-05
-8.764714492800e+01, 1.008971e+00, -3.051287e-05
-8.754910561600e+01, 1.009230e+00, -8.163978e-06
-8.745106630400e+01, 1.009779e+00, 2.857392e-06
-8.735302699200e+01, 1.009948e+00, -2.168557e-05
-8.725498768000e+01, 1.010488e+00, -4.275884e-05
-8.715694836800e+01, 1.011024e+00, -3.826865e-05
-8.705890905600e+01, 1.011479e+00, -3.163542e-05
-8.696086974400e+01, 1.011731e+00, -4.801440e-05
-8.686283043200e+01, 1.012549e+00, -5.184126e-05
-8.676479112000e+01, 1.012778e+00, -6.020934e-05
-8.666675180800e+01, 1.012918e+00, -5.714785e-05
-8.656871249600e+01, 1.013394e+00, -5.954602e-05
-8.647067318400e+01, 1.013728e+00, -6.235239e-05
-8.637263387200e+01, 1.013929e+00, -6.255649e-05
-8.627459456000e+01, 1.014113e+00, -7.276146e-05
-8.617655524800e+01, 1.014416e+00, -6.867947e-05
-8.607851593600e+01, 1.014371e+00, -6.628130e-05
-8.598047662400e+01, 1.014214e+00, -6.526080e-05
-8.588243731200e+01, 1.014600e+00, -7.189404e-05
-8.578439800000e+01, 1.015025e+00, -6.714872e-05
-8.568635868800e+01, 1.014833e+00, -7.679242e-05
-8.558831937600e+01, 1.015146e+00, -7.056739e-05
-8.549028006400e+01, 1.015343e+00, -7.097559e-05
-8.539224075200e+01, 1.015224e+00, -7.010817e-05
-8.529420144000e+01, 1.015286e+00, -7.123071e-05
-8.519616212800e+01, 1.015577e+00, -6.929177e-05
-8.509812281600e+01, 1.015335e+00, -7.623115e-05
-8.500008350400e+01, 1.015431e+00, -7.801702e-05
-8.490204419200e+01, 1.015498e+00, -7.699652e-05
-8.480400488000e+01, 1.015604e+00, -7.776190e-05
-8.470596556800e+01, 1.015479e+00, -8.255823e-05
-8.460792625600e+01, 1.015703e+00, -8.041519e-05
-8.450988694400e+01, 1.015708e+00, -7.031226e-05
-8.441184763200e+01, 1.016097e+00, -7.174096e-05
-8.431380832000e+01, 1.015799e+00, -7.878239e-05
-8.421576900800e+01, 1.016311e+00, -7.194506e-05
-8.411772969600e+01, 1.015988e+00, -7.556783e-05
-8.401969038400e+01, 1.015240e+00, -7.061841e-05
-8.392165107200e+01, 1.014842e+00, -7.720062e-05
-8.382361176000e+01, 1.014009e+00, -8.128261e-05
-8.372557244800e+01, 1.014369e+00, -8.061929e-05
-8.362753313600e+01, 1.014350e+00, -8.357873e-05
-8.352949382400e+01, 1.014546e+00, -7.439425e-05
-8.343145451200e+01, 1.014742e+00, -8.077236e-05
-8.333341520000e+01, 1.014789e+00, -8.490538e-05
-8.323537588800e+01, 1.014856e+00, -7.633320e-05
-8.313733657600e+01, 1.014806e+00, -8.107851e-05
-8.303929726400e+01, 1.014885e+00, -7.694550e-05
-8.294125795200e+01, 1.014882e+00, -7.990494e-05
-8.284321864000e+01, 1.014780e+00, -7.740472e-05
-8.274517932800e+01, 1.014839e+00, -8.209901e-05
-8.264714001600e+01, 1.015021e+00, -7.633320e-05
-8.254910070400e+01, 1.015116e+00, -7.949674e-05
-8.245106139200e+01, 1.015383e+00, -8.490538e-05
-8.235302208000e+01, 1.015532e+00, -7.265941e-05
-8.225498276800e+01, 1.015615e+00, -7.194506e-05
-8.215694345600e+01, 1.015760e+00, -8.056826e-05
-8.205890414400e+01, 1.015349e+00, -7.954777e-05
-8.196086483200e+01, 1.015245e+00, -7.990494e-05
-8.186282552000e+01, 1.015449e+00, -8.133364e-05
-8.176478620800e+01, 1.015408e+00, -7.760882e-05
-8.166674689600e+01, 1.015958e+00, -7.888444e-05
-8.156870758400e+01, 1.016622e+00, -7.536373e-05
-8.147066827200e+01, 1.017307e+00, -7.765985e-05
-8.137262896000e+01, 1.017916e+00, -7.230223e-05
-8.127458964800e+01, 1.018418e+00, -7.725165e-05
-8.117655033600e+01, 1.018634e+00, -7.954777e-05
-8.107851102400e+01, 1.018904e+00, -7.607807e-05
-8.098047171200e+01, 1.018987e+00, -7.367991e-05
-8.088243240000e+01, 1.018960e+00, -7.934367e-05
-8.078439308800e+01, 1.019427e+00, -8.337463e-05
-8.068635377600e+01, 1.019292e+00, -7.296556e-05
-8.058831446400e+01, 1.019689e+00, -8.612997e-05
-8.049027515200e+01, 1.019972e+00, -8.107851e-05
-8.039223584000e+01, 1.019891e+00, -7.750677e-05
-8.029419652800e+01, 1.020215e+00, -8.000699e-05
-8.019615721600e+01, 1.020259e+00, -8.031314e-05
-8.009811790400e+01, 1.020403e+00, -6.862844e-05
-8.000007859200e+01, 1.020267e+00, -7.531270e-05
-7.990203928000e+01, 1.020425e+00, -7.362888e-05
-7.980399996800e+01, 1.020627e+00, -7.291453e-05
-7.970596065600e+01, 1.020705e+00, -7.837419e-05
-7.960792134400e+01, 1.020510e+00, -7.714960e-05
-7.950988203200e+01, 1.020755e+00, -7.842522e-05
-7.941184272000e+01, 1.020656e+00, -7.434323e-05
-7.931380340800e+01, 1.020590e+00, -8.301746e-05
-7.921576409600e+01, 1.020591e+00, -7.725165e-05
-7.911772478400e+01, 1.020603e+00, -6.459748e-05
-7.901968547200e+01, 1.020752e+00, -7.750677e-05
-7.892164616000e+01, 1.020350e+00, -8.026211e-05
-7.882360684800e+01, 1.020805e+00, -7.980289e-05
-7.872556753600e+01, 1.020538e+00, -7.316966e-05
-7.862752822400e+01, 1.020639e+00, -7.220018e-05
-7.852948891200e+01, 1.020553e+00, -7.265941e-05
-7.843144960000e+01, 1.020664e+00, -7.204711e-05
-7.833341028800e+01, 1.021239e+00, -7.827214e-05
-7.823537097600e+01, 1.021130e+00, -7.464938e-05
-7.813733166400e+01, 1.021029e+00, -6.393416e-05
-7.803929235200e+01, 1.021498e+00, -7.500655e-05
-7.794125304000e+01, 1.021199e+00, -7.898649e-05
-7.784321372800e+01, 1.021447e+00, -8.189491e-05
-7.774517441600e+01, 1.021306e+00, -8.118056e-05
-7.764713510400e+01, 1.021368e+00, -7.373093e-05
-7.754909579200e+01, 1.021275e+00, -7.730267e-05
-7.745105648000e+01, 1.021762e+00, -8.000699e-05
-7.735301716800e+01, 1.021969e+00, -7.811907e-05
-7.725497785600e+01, 1.021745e+00, -1.593251e-03
-7.715693854400e+01, 1.021958e+00, -8.410429e-04
-7.705889923200e+01, 1.022227e+00, -7.740472e-05
-7.696085992000e+01, 1.022345e+00, -8.097646e-05
-7.686282060800e+01, 1.022439e+00, -8.174183e-05
-7.676478129600e+01, 1.022436e+00, -6.949587e-05
-7.666674198400e+01, 1.021913e+00, -7.322068e-05
-7.656870267200e+01, 1.021795e+00, -7.939469e-05
-7.647066336000e+01, 1.021494e+00, -7.592500e-05
-7.637262404800e+01, 1.021475e+00, -7.725165e-05
-7.627458473600e+01, 1.021637e+00, -8.485435e-05
-7.617654542400e+01, 1.021743e+00, -8.123159e-05
