% Moku:Go Lock-In Amplifier
% Input 1, DC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Internal demodulation: 1.000 000 000 kHz, 10.000 000 deg
% Lowpass filter corner frequency 9.0 Hz (time constant 17.7 ms), slope 12 dB / octave
% Output 1 - I signal, +0.0 dB gain, invert off, offset 0.000 0 V, output disabled
% Output 2 - Demodulation signal, amplitude 10.000 Vpp, offset 0.000 0 V, output enabled
% Acquired 2025-06-03 T 16:39:10 +0200
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-9.254911052800e+01, 1.241701e+00, -3.898810e-04
-9.245107121600e+01, 1.242035e+00, -3.924833e-04
-9.235303190400e+01, 1.242055e+00, -3.905443e-04
-9.225499259200e+01, 1.241564e+00, -3.878910e-04
-9.215695328000e+01, 1.241668e+00, -3.817170e-04
-9.205891396800e+01, 1.241916e+00, -3.825844e-04
-9.196087465600e+01, 1.241721e+00, -3.900851e-04
-9.186283534400e+01, 1.241762e+00, -3.900851e-04
-9.176479603200e+01, 1.241812e+00, -3.862582e-04
-9.166675672000e+01, 1.241574e+00, -3.897789e-04
-9.156871740800e+01, 1.242237e+00, -3.873298e-04
-9.147067809600e+01, 1.242125e+00, -3.896259e-04
-9.137263878400e+01, 1.241792e+00, -3.944222e-04
-9.127459947200e+01, 1.241754e+00, -3.926363e-04
-9.117656016000e+01, 1.242050e+00, -3.902382e-04
-9.107852084800e+01, 1.242089e+00, -3.831457e-04
-9.098048153600e+01, 1.241929e+00, -3.897279e-04
-9.088244222400e+01, 1.241828e+00, -3.876359e-04
-9.078440291200e+01, 1.241883e+00, -3.822783e-04
-9.068636360000e+01, 1.242407e+00, -3.901871e-04
-9.058832428800e+01, 1.241889e+00, -3.933507e-04
-9.049028497600e+01, 1.242300e+00, -3.909525e-04
-9.039224566400e+01, 1.242495e+00, -3.830947e-04
-9.029420635200e+01, 1.242531e+00, -3.914117e-04
-9.019616704000e+01, 1.242522e+00, -3.899320e-04
-9.009812772800e+01, 1.242611e+00, -3.880441e-04
-9.000008841600e+01, 1.242605e+00, -3.877890e-04
-8.990204910400e+01, 1.246185e+00, -3.809006e-04
-8.980400979200e+01, 1.249305e+00, -3.896259e-04
-8.970597048000e+01, 1.249084e+00, -3.934017e-04
-8.960793116800e+01, 1.244953e+00, -3.870746e-04
-8.950989185600e+01, 1.245396e+00, -3.886564e-04
-8.941185254400e+01, 1.246366e+00, -3.921771e-04
-8.931381323200e+01, 1.245724e+00, -3.881972e-04
-8.921577392000e+01, 1.245411e+00, -3.855439e-04
-8.911773460800e+01, 1.247163e+00, -3.892177e-04
-8.901969529600e+01, 1.246788e+00, -3.913607e-04
-8.892165598400e+01, 1.246856e+00, -3.920751e-04
-8.882361667200e+01, 1.247451e+00, -3.928404e-04
-8.872557736000e+01, 1.247590e+00, -3.903402e-04
-8.862753804800e+01, 1.247632e+00, -3.967694e-04
-8.852949873600e+01, 1.246942e+00, -3.867175e-04
-8.843145942400e+01, 1.245970e+00, -3.889626e-04
-8.833342011200e+01, 1.245953e+00, -3.870236e-04
-8.823538080000e+01, 1.243969e+00, -3.828396e-04
-8.813734148800e+01, 1.239651e+00, -3.777371e-04
-8.803930217600e+01, 1.239468e+00, -3.831967e-04
-8.794126286400e+01, 1.239083e+00, -3.850336e-04
-8.784322355200e+01, 1.239891e+00, -3.753389e-04
-8.774518424000e+01, 1.239561e+00, -3.842683e-04
-8.764714492800e+01, 1.239562e+00, -3.847785e-04
-8.754910561600e+01, 1.239634e+00, -3.887074e-04
-8.745106630400e+01, 1.240150e+00, -3.828396e-04
-8.735302699200e+01, 1.239998e+00, -3.817680e-04
-8.725498768000e+01, 1.240197e+00, -3.844213e-04
-8.715694836800e+01, 1.240474e+00, -3.842683e-04
-8.705890905600e+01, 1.240206e+00, -3.857480e-04
-8.696086974400e+01, 1.239646e+00, -3.824824e-04
-8.686283043200e+01, 1.239705e+00, -3.823293e-04
-8.676479112000e+01, 1.239325e+00, -3.829416e-04
-8.666675180800e+01, 1.239849e+00, -3.816660e-04
-8.656871249600e+01, 1.240336e+00, -3.822273e-04
-8.647067318400e+01, 1.240235e+00, -3.791148e-04
-8.637263387200e+01, 1.240636e+00, -3.751858e-04
-8.627459456000e+01, 1.240343e+00, -3.823803e-04
-8.617655524800e+01, 1.240930e+00, -3.871257e-04
-8.607851593600e+01, 1.241223e+00, -3.849826e-04
-8.598047662400e+01, 1.241284e+00, -3.862072e-04
-8.588243731200e+01, 1.240797e+00, -3.835029e-04
-8.578439800000e+01, 1.241144e+00, -3.872277e-04
-8.568635868800e+01, 1.240846e+00, -3.817170e-04
-8.558831937600e+01, 1.240869e+00, -3.851867e-04
-8.549028006400e+01, 1.240685e+00, -3.919730e-04
-8.539224075200e+01, 1.240449e+00, -3.859011e-04
-8.529420144000e+01, 1.240851e+00, -3.864623e-04
-8.519616212800e+01, 1.240610e+00, -3.854929e-04
-8.509812281600e+01, 1.241068e+00, -3.868705e-04
-8.500008350400e+01, 1.241216e+00, -3.869726e-04
-8.490204419200e+01, 1.241331e+00, -3.857990e-04
-8.480400488000e+01, 1.241389e+00, -3.856459e-04
-8.470596556800e+01, 1.241609e+00, -3.824314e-04
-8.460792625600e+01, 1.241662e+00, -3.810537e-04
-8.450988694400e+01, 1.241937e+00, -3.856970e-04
-8.441184763200e+01, 1.242098e+00, -3.848806e-04
-8.431380832000e+01, 1.242409e+00, -3.889626e-04
-8.421576900800e+01, 1.242582e+00, -3.812068e-04
-8.411772969600e+01, 1.243009e+00, -3.877890e-04
-8.401969038400e+01, 1.242577e+00, -3.824314e-04
-8.392165107200e+01, 1.242497e+00, -3.851867e-04
-8.382361176000e+01, 1.242688e+00, -3.856459e-04
-8.372557244800e+01, 1.242950e+00, -3.862072e-04
-8.362753313600e+01, 1.242762e+00, -3.865134e-04
-8.352949382400e+01, 1.243095e+00, -3.919220e-04
-8.343145451200e+01, 1.243026e+00, -3.823803e-04
-8.333341520000e+01, 1.242822e+00, -3.866154e-04
-8.323537588800e+01, 1.242763e+00, -3.897789e-04
-8.313733657600e+01, 1.243076e+00, -3.914628e-04
-8.303929726400e+01, 1.242708e+00, -3.875339e-04
-8.294125795200e+01, 1.242407e+00, -3.960550e-04
-8.284321864000e+01, 1.242667e+00, -3.934527e-04
-8.274517932800e+01, 1.242288e+00, -3.947284e-04
-8.264714001600e+01, 1.242174e+00, -3.950855e-04
-8.254910070400e+01, 1.241970e+00, -3.965653e-04
-8.245106139200e+01, 1.241947e+00, -3.966163e-04
-8.235302208000e+01, 1.241665e+00, -3.969224e-04
-8.225498276800e+01, 1.241799e+00, -4.044741e-04
-8.215694345600e+01, 1.242041e+00, -4.048313e-04
-8.205890414400e+01, 1.241473e+00, -4.013616e-04
-8.196086483200e+01, 1.241687e+00, -4.128422e-04
-8.186282552000e+01, 1.241525e+00, -4.106481e-04
-8.176478620800e+01, 1.241477e+00, -4.002901e-04
-8.166674689600e+01, 1.240894e+00, -3.897279e-04
-8.156870758400e+01, 1.240545e+00, -3.945243e-04
-8.147066827200e+01, 1.240646e+00, -3.949325e-04
-8.137262896000e+01, 1.240496e+00, -3.881462e-04
-8.127458964800e+01, 1.240254e+00, -3.888605e-04
-8.117655033600e+01, 1.240220e+00, -3.887074e-04
-8.107851102400e+01, 1.240589e+00, -3.882482e-04
-8.098047171200e+01, 1.240802e+00, -3.926363e-04
-8.088243240000e+01, 1.239971e+00, -3.855439e-04
-8.078439308800e+01, 1.240415e+00, -3.823293e-04
-8.068635377600e+01, 1.239844e+00, -3.823803e-04
-8.058831446400e+01, 1.240101e+00, -3.777881e-04
-8.049027515200e+01, 1.239846e+00, -3.818701e-04
-8.039223584000e+01, 1.239656e+00, -3.838601e-04
-8.029419652800e+01, 1.239540e+00, -3.830437e-04
-8.019615721600e+01, 1.239434e+00, -3.858500e-04
-8.009811790400e+01, 1.239539e+00, -3.921771e-04
-8.000007859200e+01, 1.239080e+00, -3.852888e-04
-7.990203928000e+01, 1.239383e+00, -3.837070e-04
-7.980399996800e+01, 1.238678e+00, -3.924322e-04
-7.970596065600e+01, 1.238843e+00, -3.919730e-04
-7.960792134400e+01, 1.239056e+00, -3.829416e-04
-7.950988203200e+01, 1.238398e+00, -3.918710e-04
-7.941184272000e+01, 1.238957e+00, -3.930445e-04
-7.931380340800e+01, 1.239132e+00, -3.862582e-04
-7.921576409600e+01, 1.238482e+00, -3.885544e-04
-7.911772478400e+01, 1.239054e+00, -3.904933e-04
-7.901968547200e+01, 1.238680e+00, -3.879421e-04
-7.892164616000e+01, 1.238590e+00, -3.943712e-04
-7.882360684800e+01, 1.238275e+00, -3.955958e-04
-7.872556753600e+01, 1.238788e+00, -3.933507e-04
-7.862752822400e+01, 1.238443e+00, -3.918710e-04
-7.852948891200e+01, 1.238296e+00, -4.000349e-04
-7.843144960000e+01, 1.238618e+00, -3.924322e-04
-7.833341028800e+01, 1.238257e+00, -4.026882e-04
-7.823537097600e+01, 1.238221e+00, -3.893197e-04
-7.813733166400e+01, 1.238029e+00, -3.880951e-04
-7.803929235200e+01, 1.238112e+00, -4.092704e-04
-7.794125304000e+01, 1.238121e+00, -3.915648e-04
-7.784321372800e+01, 1.237818e+00, -3.927384e-04
-7.774517441600e+01, 1.237789e+00, -4.036067e-04
-7.764713510400e+01, 1.237627e+00, -4.187611e-04
-7.754909579200e+01, 1.237520e+00, -3.945243e-04
-7.745105648000e+01, 1.237455e+00, -4.143729e-04
-7.735301716800e+01, 1.237126e+00, -4.247820e-04
-7.725497785600e+01, 1.237091e+00, -4.024331e-04
-7.715693854400e+01, 1.236840e+00, -3.923812e-04
-7.705889923200e+01, 1.237049e+00, -4.201387e-04
-7.696085992000e+01, 1.237075e+00, -4.117196e-04
-7.686282060800e+01, 1.237036e+00, -4.074336e-04
-7.676478129600e+01, 1.237065e+00, -4.088112e-04
-7.666674198400e+01, 1.236618e+00, -4.298845e-04
-7.656870267200e+01, 1.236899e+00, -4.388649e-04
-7.647066336000e+01, 1.236954e+00, -4.404977e-04
-7.637262404800e+01, 1.237020e+00, -4.853485e-04
-7.627458473600e+01, 1.236159e+00, -5.153511e-04
-7.617654542400e+01, 1.236199e+00, -5.280053e-04
-7.607850611200e+01, 1.235830e+00, -5.416289e-04
-7.598046680000e+01, 1.236109e+00, -6.203603e-04
-7.588242748800e+01, 1.235797e+00, -6.720995e-04
-7.578438817600e+01, 1.235654e+00, -7.270023e-04
-7.568634886400e+01, 1.235247e+00, -8.409408e-04
-7.558830955200e+01, 1.234971e+00, -9.881986e-04
-7.549027024000e+01, 1.233679e+00, -1.161938e-03
-7.539223092800e+01, 1.232402e+00, -1.430635e-03
-7.529419161600e+01, 1.231369e+00, -1.436911e-03
-7.519615230400e+01, 1.230551e+00, -1.354149e-03
-7.509811299200e+01, 1.230498e+00, -1.243833e-03
-7.500007368000e+01, 1.230186e+00, -1.108668e-03
-7.490203436800e+01, 1.230141e+00, -9.517158e-04
-7.480399505600e+01, 1.230443e+00, -6.886826e-04
-7.470595574400e+01, 1.230501e+00, -3.613071e-04
-7.460791643200e+01, 1.231120e+00, -3.750328e-05
-7.450987712000e+01, 1.231251e+00, 2.343572e-04
-7.441183780800e+01, 1.232080e+00, 4.436612e-04
-7.431379849600e+01, 1.232938e+00, 5.941335e-04
-7.421575918400e+01, 1.233311e+00, 6.695993e-04
-7.411771987200e+01, 1.233810e+00, 6.313817e-04
