  freq    |   ref    |    od    |   lock   
----------+----------+----------+----------
 2500.000 |  1.19683 |  1.04317 | -0.00035
 2500.250 |  1.19683 |  1.04283 | -0.00034
 2500.500 |  1.19683 |  1.04292 | -0.00035
 2500.750 |  1.19683 |  1.04288 | -0.00036
 2501.000 |  1.19683 |  1.04309 | -0.00034
 2501.250 |  1.19683 |  1.04275 | -0.00036
 2501.500 |  1.19683 |  1.04277 | -0.00036
 2501.750 |  1.19683 |  1.04233 | -0.00036
 2502.000 |  1.19683 |  1.04279 | -0.00036
 2502.250 |  1.19683 |  1.04241 | -0.00035
 2502.500 |  1.19683 |  1.04267 | -0.00035
 2502.750 |  1.19683 |  1.04248 | -0.00036
 2503.000 |  1.19683 |  1.04252 | -0.00034
 2503.250 |  1.19683 |  1.04239 | -0.00035
 2503.500 |  1.19683 |  1.04252 | -0.00036
 2503.750 |  1.19683 |  1.04214 | -0.00035
 2504.000 |  1.19683 |  1.04183 | -0.00036
 2504.250 |  1.19683 |  1.04181 | -0.00035
 2504.500 |  1.19683 |  1.04209 | -0.00035
 2504.750 |  1.19683 |  1.04217 | -0.00036
 2505.000 |  1.19207 |  1.04158 | -0.00036
 2505.250 |  1.19349 |  1.04164 | -0.00036
 2505.500 |  1.19359 |  1.04197 | -0.00036
 2505.750 |  1.19544 |  1.04169 | -0.00036
 2506.000 |  1.19688 |  1.04179 | -0.00036
 2506.250 |  1.19688 |  1.04176 | -0.00035
 2506.500 |  1.19732 |  1.04183 | -0.00035
 2506.750 |  1.19812 |  1.04220 | -0.00036
 2507.000 |  1.19857 |  1.04204 | -0.00035
 2507.250 |  1.19800 |  1.04201 | -0.00035
 2507.500 |  1.19729 |  1.04214 | -0.00036
 2507.750 |  1.19693 |  1.04189 | -0.00036
 2508.000 |  1.19647 |  1.04200 | -0.00034
 2508.250 |  1.19636 |  1.04199 | -0.00035
 2508.500 |  1.19656 |  1.04176 | -0.00036
 2508.750 |  1.19682 |  1.04197 | -0.00036
 2509.000 |  1.19610 |  1.04183 | -0.00035
 2509.250 |  1.19623 |  1.04157 | -0.00036
 2509.500 |  1.19588 |  1.04162 | -0.00036
 2509.750 |  1.19525 |  1.04137 | -0.00035
 2510.000 |  1.19541 |  1.04168 | -0.00035
 2510.250 |  1.19443 |  1.04178 | -0.00036
 2510.500 |  1.19378 |  1.04167 | -0.00036
 2510.750 |  1.19291 |  1.04168 | -0.00035
 2511.000 |  1.19188 |  1.04152 | -0.00035
 2511.250 |  1.19161 |  1.04235 | -0.00036
 2511.500 |  1.19027 |  1.04203 | -0.00035
 2511.750 |  1.18988 |  1.04175 | -0.00035
 2512.000 |  1.18943 |  1.04180 | -0.00034
 2512.250 |  1.18946 |  1.04200 | -0.00035
 2512.500 |  1.18921 |  1.04175 | -0.00035
 2512.750 |  1.18870 |  1.04176 | -0.00034
 2513.000 |  1.18892 |  1.04204 | -0.00036
 2513.250 |  1.18879 |  1.04205 | -0.00036
 2513.500 |  1.18850 |  1.04188 | -0.00035
 2513.750 |  1.18841 |  1.04183 | -0.00035
 2514.000 |  1.18818 |  1.04172 | -0.00036
 2514.250 |  1.18767 |  1.04159 | -0.00036
 2514.500 |  1.18784 |  1.04128 | -0.00035
 2514.750 |  1.18704 |  1.04181 | -0.00035
 2515.000 |  1.18671 |  1.04163 | -0.00035
 2515.250 |  1.18663 |  1.04168 | -0.00035
 2515.500 |  1.18623 |  1.04205 | -0.00035
 2515.750 |  1.18641 |  1.04219 | -0.00036
 2516.000 |  1.18586 |  1.04180 | -0.00035
 2516.250 |  1.18546 |  1.04199 | -0.00035
 2516.500 |  1.18514 |  1.04206 | -0.00036
 2516.750 |  1.18464 |  1.04176 | -0.00036
 2517.000 |  1.18459 |  1.04190 | -0.00035
 2517.250 |  1.18402 |  1.04152 | -0.00035
 2517.500 |  1.18422 |  1.04174 | -0.00036
 2517.750 |  1.18380 |  1.04158 | -0.00036
 2518.000 |  1.18368 |  1.04161 | -0.00036
 2518.250 |  1.18349 |  1.04203 | -0.00036
 2518.500 |  1.18284 |  1.04195 | -0.00035
 2518.750 |  1.18287 |  1.04154 | -0.00036
 2519.000 |  1.18291 |  1.04163 | -0.00036
 2519.250 |  1.18255 |  1.04147 | -0.00036
 2519.500 |  1.18271 |  1.04215 | -0.00035
